#class tools::histo::h1d
#title photon kinetic energy histogram
#dimension 1
#axis fixed 2000 0 2
#annotation axis_x.title 
#bin_number 2002
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
19398,19398,19398,0,0
0,0,0,0,0
1,1,1,0.00267833,7.17348e-06
0,0,0,0,0
0,0,0,0,0
1,1,1,0.00507845,2.57906e-05
0,0,0,0,0
1,1,1,0.00768083,5.89952e-05
1,1,1,0.00890496,7.92984e-05
2,2,2,0.0185205,0.000171507
1,1,1,0.010635,0.000113102
1,1,1,0.0118537,0.00014051
4,4,4,0.0505214,0.000638527
0,0,0,0,0
3,3,3,0.0434585,0.000629722
10,10,10,0.156694,0.00245579
27,27,27,0.448918,0.00746567
68,68,68,1.19387,0.020966
139,139,139,2.57564,0.0477387
244,244,244,4.77492,0.0934605
435,435,435,8.921,0.182988
639,639,639,13.7619,0.296437
891,891,891,20.0774,0.452489
1272,1272,1272,29.9259,0.704161
1800,1800,1800,44.129,1.08202
2244,2244,2244,57.2657,1.46158
2761,2761,2761,73.218,1.94187
3340,3340,3340,91.9048,2.52917
3900,3900,3900,111.205,3.17121
4620,4620,4620,136.367,4.0255
4977,4977,4977,151.809,4.63094
5617,5617,5617,176.981,5.57678
6455,6455,6455,209.835,6.82173
6764,6764,6764,226.645,7.59487
7255,7255,7255,250.351,8.63953
7872,7872,7872,279.477,9.92287
8218,8218,8218,300.014,10.9533
8344,8344,8344,312.918,11.7358
8454,8454,8454,325.523,12.535
8932,8932,8932,352.824,13.9377
9157,9157,9157,370.852,15.02
9010,9010,9010,373.906,15.5175
9202,9202,9202,391.058,16.6195
9215,9215,9215,400.906,17.4425
9207,9207,9207,409.737,18.2352
9171,9171,9171,417.276,18.9866
8959,8959,8959,416.628,19.3756
9263,9263,9263,439.988,20.9
9045,9045,9045,438.627,21.2715
8975,8975,8975,444.289,21.9944
8790,8790,8790,443.842,22.4121
8786,8786,8786,452.452,23.3006
8602,8602,8602,451.637,23.7133
8479,8479,8479,453.662,24.2735
8290,8290,8290,451.804,24.6239
8191,8191,8191,454.592,25.2301
7752,7752,7752,437.979,24.746
7797,7797,7797,448.346,25.7816
7752,7752,7752,453.525,26.5338
7500,7500,7500,446.25,26.5525
7562,7562,7562,457.445,27.6727
7339,7339,7339,451.333,27.7566
7090,7090,7090,443.156,27.6998
7069,7069,7069,448.862,28.5021
6842,6842,6842,441.291,28.4627
6665,6665,6665,436.57,28.5967
6615,6615,6615,439.903,29.2545
6293,6293,6293,424.788,28.6744
6365,6365,6365,435.963,29.8613
6000,6000,6000,416.93,28.9722
5700,5700,5700,401.781,28.3212
5887,5887,5887,420.908,30.0945
5724,5724,5724,415.008,30.0899
5787,5787,5787,425.335,31.262
5679,5679,5679,423.08,31.5196
5287,5287,5287,399.138,30.1331
5251,5251,5251,401.696,30.7298
5110,5110,5110,395.977,30.685
5040,5040,5040,395.606,31.0528
4832,4832,4832,384.131,30.5377
4812,4812,4812,387.405,31.1897
4629,4629,4629,377.299,30.7531
4671,4671,4671,385.331,31.788
4550,4550,4550,379.853,31.7121
4547,4547,4547,384.221,32.4671
4304,4304,4304,367.941,31.455
4279,4279,4279,370.12,32.0145
4296,4296,4296,375.885,32.889
4101,4101,4101,362.928,32.1186
4082,4082,4082,365.332,32.697
3846,3846,3846,348.044,31.4967
3894,3894,3894,356.28,32.598
3875,3875,3875,358.435,33.1553
3727,3727,3727,348.464,32.5808
3738,3738,3738,353.253,33.3838
3502,3502,3502,334.429,31.937
3459,3459,3459,333.817,32.216
3399,3399,3399,331.404,32.3124
3347,3347,3347,329.711,32.4799
3320,3320,3320,330.317,32.8644
3268,3268,3268,328.43,33.0071
3130,3130,3130,317.705,32.2483
3194,3194,3194,327.424,33.5653
3105,3105,3105,321.347,33.2576
3000,3000,3000,313.508,32.7627
3013,3013,3013,317.866,33.5345
2967,2967,2967,315.961,33.6475
2869,2869,2869,308.408,33.153
2780,2780,2780,301.637,32.7285
2786,2786,2786,305.04,33.3992
2662,2662,2662,294.13,32.4993
2723,2723,2723,303.624,33.8553
2672,2672,2672,300.592,33.8158
2540,2540,2540,288.283,32.7195
2567,2567,2567,293.936,33.6575
2480,2480,2480,286.46,33.0887
2426,2426,2426,282.627,32.926
