#class tools::histo::h1d
#title photon polar angle histogram
#dimension 1
#axis fixed 180 0 3.14159
#annotation axis_x.title 
#bin_number 182
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
0,0,0,0,0
2,2,2,0.0606268,0.00184322
7,7,7,0.308114,0.0136369
4,4,4,0.237311,0.0141496
3,3,3,0.237847,0.0189656
6,6,6,0.565925,0.0535786
24,24,24,2.73851,0.312929
9,9,9,1.18786,0.156851
13,13,13,1.94719,0.292177
22,22,22,3.67958,0.615792
22,22,22,4.07144,0.753934
13,13,13,2.64719,0.539338
13,13,13,2.85462,0.627167
21,21,21,4.95875,1.17164
26,26,26,6.61359,1.68298
24,24,24,6.48529,1.75313
28,28,28,8.10167,2.34467
30,30,30,9.22452,2.83707
19,19,19,6.17235,2.00562
24,24,24,8.15436,2.77121
37,37,37,13.1817,4.69669
29,29,29,10.889,4.08927
19,19,19,7.45513,2.92576
40,40,40,16.4296,6.74931
37,37,37,15.7722,6.7244
37,37,37,16.4683,7.33081
32,32,32,14.7705,6.81886
38,38,38,18.2326,8.74883
30,30,30,14.8972,7.39829
37,37,37,19.0806,9.8406
44,44,44,23.4305,12.478
39,39,39,21.4873,11.8393
29,29,29,16.4406,9.3213
35,35,35,20.4695,11.9721
39,39,39,23.4838,14.1415
38,38,38,23.5757,14.6278
37,37,37,23.5565,14.9983
38,38,38,24.8767,16.2866
47,47,47,31.6156,21.2679
42,42,42,28.9323,19.9313
50,50,50,35.2764,24.8896
39,39,39,28.2256,20.4286
49,49,49,36.3866,27.0212
52,52,52,39.4911,29.9921
51,51,51,39.6695,30.8574
41,41,41,32.5272,25.8063
47,47,47,38.1866,31.0269
51,51,51,42.244,34.9924
48,48,48,40.634,34.3995
57,57,57,49.2242,42.5104
41,41,41,36.154,31.8817
52,52,52,46.7262,41.9887
45,45,45,41.2997,37.9046
50,50,50,46.6098,43.4505
33,33,33,31.3936,29.8662
50,50,50,48.4631,46.9747
47,47,47,46.348,45.7062
47,47,47,47.1637,47.3292
46,46,46,46.9882,47.9992
62,62,62,64.3271,66.7431
42,42,42,44.3275,46.7851
49,49,49,52.5569,56.3732
59,59,59,64.3154,70.1109
52,52,52,57.6312,63.8737
34,34,34,38.2804,43.1006
47,47,47,53.7028,61.3624
36,36,36,41.724,48.3589
40,40,40,47.2077,55.7153
45,45,45,53.8506,64.4431
46,46,46,55.8848,67.8947
35,35,35,43.0749,53.0138
52,52,52,64.9161,81.0418
42,42,42,53.0833,67.0924
37,37,37,47.4991,60.9781
34,34,34,44.1909,57.437
70,70,70,92.2794,121.651
46,46,46,61.4398,82.0633
52,52,52,70.3699,95.2306
40,40,40,54.7931,75.0583
40,40,40,55.4765,76.9421
35,35,35,49.1522,69.0282
40,40,40,56.8845,80.8971
31,31,31,44.6023,64.1738
19,19,19,27.7023,40.3909
24,24,24,35.3768,52.1474
28,28,28,41.7755,62.3289
25,25,25,37.6982,56.8466
27,27,27,41.2651,63.0675
22,22,22,33.9486,52.3874
18,18,18,28.0706,43.776
20,20,20,31.5762,49.8535
18,18,18,28.7534,45.9316
28,28,28,45.1768,72.8914
29,29,29,47.4416,77.6109
30,30,30,49.5021,81.6826
28,28,28,46.632,77.663
37,37,37,62.2936,104.879
32,32,32,54.4758,92.7386
39,39,39,67.0971,115.437
49,49,49,85.0594,147.656
38,38,38,66.7015,117.082
48,48,48,85.0887,150.836
35,35,35,62.625,112.055
60,60,60,108.349,195.66
47,47,47,85.6884,156.225
49,49,49,90.1734,165.944
76,76,76,141.315,262.763
69,69,69,129.532,243.168
54,54,54,102.202,193.432
53,53,53,101.336,193.756
69,69,69,133.067,256.622
64,64,64,124.686,242.917
77,77,77,151.197,296.891
82,82,82,162.43,321.753
74,74,74,147.917,295.67
107,107,107,215.709,434.866
98,98,98,199.378,405.631
88,88,88,180.484,370.166
90,90,90,186.184,385.164
100,100,100,208.447,434.503
98,98,98,206.041,433.195
108,108,108,229.016,485.636
84,84,84,179.708,384.466
112,112,112,241.521,520.826
111,111,111,241.201,524.128
115,115,115,251.912,551.826
111,111,111,245.089,541.164
101,101,101,224.764,500.19
112,112,112,251.219,563.496
146,146,146,329.97,745.757
139,139,139,316.604,721.14
136,136,136,312.119,716.314
137,137,137,316.824,732.685
108,108,108,251.646,586.353
127,127,127,298.205,700.212
134,134,134,316.961,749.735
142,142,142,338.346,806.187
139,139,139,333.606,800.674
151,151,151,364.945,882.021
142,142,142,345.573,840.996
131,131,131,321.345,788.269
141,141,141,348.153,859.65
136,136,136,338.163,840.842
101,101,101,252.909,633.298
120,120,120,302.595,763.032
108,108,108,274.219,696.261
138,138,138,352.77,901.789
103,103,103,265.196,682.81
111,111,111,287.715,745.769
119,119,119,310.459,809.959
103,103,103,270.618,711.011
127,127,127,335.853,888.171
120,120,120,319.431,850.303
105,105,105,281.331,753.786
119,119,119,320.924,865.482
114,114,114,309.399,839.72
107,107,107,292.17,797.793
120,120,120,329.818,906.504
90,90,90,248.87,688.183
84,84,84,233.842,650.981
103,103,103,288.577,808.517
97,97,97,273.441,770.829
115,115,115,326.096,924.687
104,104,104,296.849,847.304
78,78,78,223.93,642.884
74,74,74,213.732,617.317
76,76,76,220.854,641.798
66,66,66,192.861,563.567
58,58,58,170.575,501.655
53,53,53,156.747,463.582
64,64,64,190.43,566.623
37,37,37,110.754,331.526
53,53,53,159.542,480.259
37,37,37,112.077,339.496
40,40,40,121.824,371.027
27,27,27,82.7577,253.661
28,28,28,86.2296,265.556
20,20,20,61.969,192.008
3,3,3,9.34519,29.111
4,4,4,12.5228,39.2053
0,0,0,0,0
