#class tools::histo::h1d
#title photon kinetic energy histogram
#dimension 1
#axis fixed 2000 0 2
#annotation axis_x.title 
#bin_number 2002
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
6864,6864,6864,0,0
0,0,0,0,0
1,1,1,0.00262496,6.89043e-06
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,3,3,0.0431998,0.000622498
0,0,0,0,0
10,10,10,0.16822,0.00283015
21,21,21,0.370768,0.00654737
50,50,50,0.924263,0.017089
48,48,48,0.941076,0.018454
138,138,138,2.83927,0.0584275
218,218,218,4.6988,0.101296
305,305,305,6.88056,0.155241
412,412,412,9.69578,0.228208
570,570,570,13.9579,0.34184
743,743,743,18.9503,0.483389
942,942,942,24.9751,0.662242
1077,1077,1077,29.6106,0.814192
1401,1401,1401,39.9664,1.14024
1626,1626,1626,47.9816,1.41603
1822,1822,1822,55.5705,1.69503
2021,2021,2021,63.6603,2.00543
2254,2254,2254,73.2698,2.38193
2498,2498,2498,83.7083,2.80528
2574,2574,2574,88.797,3.06351
2739,2739,2739,97.2087,3.45022
2863,2863,2863,104.536,3.81713
2973,2973,2973,111.496,4.18166
3015,3015,3015,116.094,4.47047
3037,3037,3037,119.954,4.73813
3066,3066,3066,124.153,5.02763
3237,3237,3237,134.344,5.57593
3161,3161,3161,134.356,5.71094
3285,3285,3285,142.864,6.21344
3146,3146,3146,140.027,6.23278
3173,3173,3173,144.349,6.56714
3200,3200,3200,148.797,6.91921
3168,3168,3168,150.443,7.14452
2996,2996,2996,145.294,7.04642
3036,3036,3036,150.258,7.4368
2951,2951,2951,148.992,7.52265
2929,2929,2929,150.834,7.76766
2919,2919,2919,153.255,8.04649
2843,2843,2843,152.093,8.13676
2709,2709,2709,147.62,8.04436
2603,2603,2603,144.421,8.01309
2639,2639,2639,149.117,8.4261
2555,2555,2555,146.914,8.44781
2599,2599,2599,152.031,8.89346
2499,2499,2499,148.673,8.8452
2380,2380,2380,143.976,8.70995
2213,2213,2213,136.111,8.37167
2288,2288,2288,143.009,8.93883
2284,2284,2284,145.036,9.21016
