#class tools::histo::h1d
#title photon polar angle histogram
#dimension 1
#axis fixed 180 0 3.14159
#annotation axis_x.title 
#bin_number 182
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
20,20,20,0.21079,0.00257811
52,52,52,1.35781,0.036829
82,82,82,3.58899,0.159074
108,108,108,6.67106,0.41461
148,148,148,11.7379,0.934114
167,167,167,16.122,1.56067
209,209,209,23.9791,2.75673
296,296,296,38.7475,5.08037
332,332,332,49.5484,7.40242
323,323,323,53.7529,8.95339
358,358,358,65.6726,12.0563
388,388,388,77.8772,15.6405
436,436,436,95.3307,20.8546
489,489,489,115.044,27.0782
533,533,533,134.798,34.1046
508,508,508,137.516,37.239
562,562,562,161.628,46.4979
613,613,613,187.218,57.1936
596,596,596,192.679,62.3052
668,668,668,227.473,77.478
652,652,652,233.296,83.4946
732,732,732,274.878,103.239
690,690,690,271,106.454
783,783,783,321.237,131.812
778,778,778,332.762,142.346
822,822,822,365.996,162.98
824,824,824,381.451,176.603
812,812,812,389.811,187.155
870,870,870,432.84,215.369
904,904,904,465.461,239.685
925,925,925,492.583,262.334
938,938,938,515.789,283.646
1031,1031,1031,584.52,331.415
1048,1048,1048,612.719,358.256
969,969,969,583.67,351.594
1066,1066,1066,660.793,409.641
1101,1101,1101,701.524,447.017
1096,1096,1096,717.635,469.918
1071,1071,1071,719.874,483.892
1113,1113,1113,767.455,529.217
1137,1137,1137,803.441,567.767
1161,1161,1161,840.902,609.087
1225,1225,1225,908.501,673.805
1161,1161,1161,881.701,669.62
1157,1157,1157,898.661,698.035
1134,1134,1134,900.521,715.142
1152,1152,1152,934.446,758.006
1202,1202,1202,996.825,826.703
1166,1166,1166,986.943,835.411
1206,1206,1206,1041.75,899.893
1174,1174,1174,1034.61,911.799
1193,1193,1193,1072.49,964.186
1136,1136,1136,1040.88,953.751
1171,1171,1171,1093.66,1021.46
1252,1252,1252,1190.68,1132.39
1247,1247,1247,1207.62,1169.51
1208,1208,1208,1191.5,1175.26
1184,1184,1184,1188.02,1192.09
1187,1187,1187,1211.86,1237.27
1214,1214,1214,1260.66,1309.14
1195,1195,1195,1261.96,1332.69
1147,1147,1147,1231.3,1321.82
1135,1135,1135,1237.93,1350.23
1131,1131,1131,1253.84,1390.06
1146,1146,1146,1290.02,1452.16
1151,1151,1151,1315.74,1504.09
1088,1088,1088,1262.71,1465.51
1033,1033,1033,1216.89,1433.53
1079,1079,1079,1289.73,1541.65
1052,1052,1052,1275.96,1547.64
1097,1097,1097,1349.68,1660.58
1035,1035,1035,1291.31,1611.13
1008,1008,1008,1275.34,1613.6
966,966,966,1239.07,1589.35
932,932,932,1211.81,1575.65
897,897,897,1181.83,1557.13
934,934,934,1247.12,1665.24
882,882,882,1192.85,1613.29
850,850,850,1164.55,1595.51
834,834,834,1157.57,1606.68
759,759,759,1066.26,1497.93
697,697,697,991.52,1410.51
740,740,740,1065.51,1534.21
639,639,639,931.161,1356.92
604,604,604,890.652,1313.36
615,615,615,917.609,1369.13
535,535,535,807.534,1218.91
455,455,455,694.689,1060.66
483,483,483,745.859,1151.78
465,465,465,725.98,1133.44
395,395,395,624.01,985.804
454,454,454,725.181,1158.35
544,544,544,878.247,1417.88
528,528,528,861.755,1406.5
609,609,609,1004.81,1657.9
686,686,686,1143.79,1907.09
741,741,741,1248.01,2101.94
769,769,769,1308.88,2227.81
797,797,797,1370.32,2356.07
907,907,907,1575.18,2735.63
948,948,948,1663.03,2917.39
1014,1014,1014,1796.24,3181.96
1064,1064,1064,1903.35,3404.85
1073,1073,1073,1938.68,3502.82
1117,1117,1117,2037.25,3715.67
1200,1200,1200,2210.04,4070.26
1198,1198,1198,2226.86,4139.37
1292,1292,1292,2424,4547.84
1369,1369,1369,2592.38,4909.05
1485,1485,1485,2838.2,5424.53
1575,1575,1575,3037.53,5858.2
1551,1551,1551,3018.48,5874.47
1681,1681,1681,3300.74,6481.25
1746,1746,1746,3458.72,6851.55
1830,1830,1830,3657.21,7308.88
1795,1795,1795,3618.81,7295.75
2020,2020,2020,4107.37,8351.79
1955,1955,1955,4009.35,8222.51
2098,2098,2098,4339.28,8974.97
1983,1983,1983,4136.27,8627.76
2091,2091,2091,4397.47,9248.13
2108,2108,2108,4469.73,9477.53
2114,2114,2114,4519.94,9664.14
2231,2231,2231,4808.58,10364.2
2274,2274,2274,4941.48,10738.1
2241,2241,2241,4908.3,10750.4
2224,2224,2224,4910.73,10843.3
2272,2272,2272,5055.74,11250.3
2323,2323,2323,5210.28,11686.3
2326,2326,2326,5256.97,11881.3
2463,2463,2463,5609.94,12777.7
2587,2587,2587,5937.57,13627.7
2496,2496,2496,5772.35,13349.4
2543,2543,2543,5924.77,13803.8
2650,2650,2650,6221,14604.2
2536,2536,2536,5997.1,14181.9
2594,2594,2594,6179.61,14721.6
2562,2562,2562,6148.37,14755.1
2563,2563,2563,6195.18,14974.8
2474,2474,2474,6023.48,14665.5
2606,2606,2606,6390.21,15669.6
2622,2622,2622,6474.96,15989.8
2666,2666,2666,6630.63,16491.2
2640,2640,2640,6612.04,16560.3
2645,2645,2645,6670.22,16821.2
2599,2599,2599,6600.21,16761.4
2632,2632,2632,6729.68,17207
2612,2612,2612,6724.44,17311.7
2510,2510,2510,6505.37,16860.6
2604,2604,2604,6794.65,17729.4
2580,2580,2580,6776.64,17799.6
2601,2601,2601,6877.74,18186.6
2339,2339,2339,6225.43,16569.5
2449,2449,2449,6560.96,17577.1
2356,2356,2356,6352.97,17130.9
2400,2400,2400,6513.17,17675.6
2335,2335,2335,6377.74,17420
2337,2337,2337,6424.02,17658.6
2187,2187,2187,6049.71,16734.9
2143,2143,2143,5965.55,16606.6
2116,2116,2116,5927.49,16604.6
2080,2080,2080,5862.92,16526
2035,2035,2035,5771.17,16366.9
1901,1901,1901,5424.21,15477.2
1935,1935,1935,5555.46,15950
1765,1765,1765,5097.84,14724.1
1655,1655,1655,4809.13,13974.5
1607,1607,1607,4697.86,13733.6
1473,1473,1473,4331.88,12739.5
1339,1339,1339,3961.01,11717.4
1267,1267,1267,3770.06,11218.1
1110,1110,1110,3322.21,9943.33
1064,1064,1064,3203.05,9642.44
883,883,883,2673.6,8095.34
821,821,821,2500.26,7614.3
600,600,600,1837.73,5628.8
534,534,534,1644.65,5065.33
391,391,391,1210.95,3750.41
195,195,195,607.328,1891.53
79,79,79,247.294,774.108
0,0,0,0,0
