3.681082081945449e9,10496
3.681082082945325e9,9972
3.6810820839452004e9,10579
3.681082084945076e9,9962
3.6810820859449515e9,9935
3.6810820869448276e9,9651
3.681082087944703e9,9714
3.6810820889445786e9,10084
3.681082089944454e9,9510
3.68108209094433e9,10597
3.6810820919442058e9,10194
3.6810820929440813e9,10704
3.681082093943957e9,10527
3.6810820949438324e9,10527
3.6810820959437084e9,9982
3.681082096943584e9,12200
3.6810820979434595e9,9807
3.681082098943335e9,9613
3.681082099943211e9,11317
3.6810821009430866e9,10865
3.681082101942962e9,11178
3.6810821029428377e9,10883
3.6810821039427137e9,9919
3.6810821049425893e9,10660
3.681082105942465e9,10626
3.6810821069423404e9,9768
3.6810821079422164e9,11063
3.681082108942092e9,10216
3.6810821099419675e9,10203
3.681082110941843e9,10789
3.681082111941719e9,10003
3.6810821129415946e9,10746
3.68108211394147e9,11224
3.6810821149413457e9,11997
3.6810821159412217e9,11276
3.6810821169410973e9,11402
3.681082117940973e9,10602
3.6810821189408484e9,11402
3.681082119940724e9,10000
3.6810821209406e9,11106
3.6810821219404755e9,10273
3.681082122940351e9,10176
3.6810821239402266e9,10779
3.6810821249401026e9,11036
3.681082125939978e9,11827
3.6810821269398537e9,10475
3.681082127939729e9,10732
3.681082128939605e9,11094
3.681082129939481e9,9834
3.6810821309393563e9,11851
3.681082131939232e9,10784
3.681082132939108e9,9598
3.6810821339389834e9,10694
3.681082134938859e9,10166
3.6810821359387345e9,10345
3.6810821369386106e9,9847
3.681082137938486e9,9688
3.6810821389383616e9,11049
3.681082139938237e9,11395
3.681082140938113e9,10474
3.6810821419379888e9,10623
3.6810821429378643e9,10328
3.68108214393774e9,11046
3.681082144937616e9,10373
3.6810821459374914e9,11077
3.681082146937367e9,10880
3.6810821479372425e9,10487
3.681082148937118e9,11001
3.681082149936994e9,10052
3.6810821509368696e9,9897
3.681082151936745e9,10374
3.6810821529366207e9,9813
3.6810821539364967e9,9663
3.6810821549363723e9,9633
3.681082155936248e9,11949
3.6810821569361234e9,10746
3.6810821579359994e9,9945
3.681082158935875e9,11367
3.6810821599357505e9,10039
3.681082160935626e9,11299
3.681082161935502e9,10420
3.6810821629353776e9,11632
3.681082163935253e9,10468
3.6810821649351287e9,9823
3.6810821659350047e9,11171
3.6810821669348803e9,9899
3.681082167934756e9,10833
3.6810821689346313e9,9854
3.6810821699345074e9,9221
3.681082170934383e9,10609
3.6810821719342585e9,11155
3.681082172934134e9,10408
3.68108217393401e9,10625
3.6810821749338856e9,10332
3.681082175933761e9,11071
3.6810821769336367e9,11338
3.681082177933512e9,9832
3.681082178933388e9,11051
3.681082179933264e9,10914
3.6810821809331393e9,11206
3.681082181933015e9,11569
3.681082182932891e9,10515
3.6810821839327664e9,9724
3.681082184932642e9,10707
3.6810821859325175e9,9714
3.6810821869323936e9,10149
3.681082187932269e9,10896
3.6810821889321446e9,10120
3.68108218993202e9,10922
3.681082190931896e9,11623
3.6810821919317718e9,11766
3.6810821929316473e9,9776
3.681082193931523e9,10284
3.681082194931399e9,11018
3.6810821959312744e9,10482
3.68108219693115e9,10709
3.6810821979310255e9,10114
3.6810821989309015e9,11066
3.681082199930777e9,10813
3.6810822009306526e9,10505
3.681082201930528e9,10985
3.681082202930404e9,12139
3.6810822039302797e9,9726
3.6810822049301553e9,11378
3.681082205930031e9,11948
3.6810822069299064e9,11495
3.6810822079297824e9,11066
3.681082208929658e9,11226
3.6810822099295335e9,11982
3.681082210929409e9,11446
3.681082211929285e9,11587
3.6810822129291606e9,10430
3.681082213929036e9,11918
3.6810822149289117e9,10657
3.6810822159287877e9,10670
3.6810822169286633e9,10398
3.681082217928539e9,11055
3.6810822189284143e9,11361
3.6810822199282904e9,10301
3.681082220928166e9,10192
3.6810822219280415e9,11339
3.681082222927917e9,10406
3.681082223927793e9,10644
3.6810822249276686e9,11485
3.681082225927544e9,11485
3.6810822269274197e9,12268
3.6810822279272957e9,12745
3.681082228927171e9,10601
3.681082229927047e9,11118
3.6810822309269223e9,10799
3.6810822319267983e9,11762
3.681082232926674e9,11399
3.6810822339265494e9,11114
3.681082234926425e9,12241
3.6810822359263005e9,11024
3.6810822369261765e9,10431
3.681082237926052e9,11561
3.6810822389259276e9,10767
3.681082239925803e9,10388
3.681082240925679e9,12087
3.6810822419255548e9,10647
3.6810822429254303e9,9794
