#class tools::histo::h1d
#title photon kinetic energy histogram
#dimension 1
#axis fixed 2000 0 2
#annotation axis_x.title 
#bin_number 2002
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
5391,5391,5391,0,0
1,1,1,0.00164892,2.71893e-06
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.00851779,7.25528e-05
0,0,0,0,0
2,2,2,0.0203891,0.000207896
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0197361,0.000389512
1,1,1,0.020155,0.000406223
1,1,1,0.0216118,0.000467071
7,7,7,0.157897,0.00356241
20,20,20,0.47125,0.0111051
48,48,48,1.18096,0.0290592
75,75,75,1.9182,0.0490662
156,156,156,4.1383,0.10979
161,161,161,4.43385,0.122119
309,309,309,8.80653,0.251011
407,407,407,12.0146,0.354705
469,469,469,14.2976,0.435905
606,606,606,19.1128,0.602853
710,710,710,23.0871,0.750781
773,773,773,25.9184,0.8691
935,935,935,32.2552,1.1128
1059,1059,1059,37.6186,1.33641
1171,1171,1171,42.7446,1.56038
1257,1257,1257,47.1631,1.76968
1285,1285,1285,49.4713,1.9047
1354,1354,1354,53.4767,2.11219
1413,1413,1413,57.2282,2.31793
1452,1452,1452,60.2543,2.50052
1412,1412,1412,60.0195,2.55135
1439,1439,1439,62.6047,2.72378
1399,1399,1399,62.233,2.76849
1535,1535,1535,69.8461,3.17829
1409,1409,1409,65.5158,3.04647
1495,1495,1495,71.0417,3.37599
1475,1475,1475,71.5383,3.46977
1294,1294,1294,64.056,3.17103
1287,1287,1287,64.9935,3.28228
1342,1342,1342,69.1261,3.56078
1301,1301,1301,68.2762,3.58323
1303,1303,1303,69.6952,3.72798
1216,1216,1216,66.2576,3.61036
1306,1306,1306,72.4704,4.02151
1175,1175,1175,66.388,3.75105
1146,1146,1146,65.869,3.78607
1168,1168,1168,68.319,3.99624
1098,1098,1098,65.3317,3.88737
1071,1071,1071,64.7898,3.91953
1066,1066,1066,65.5716,4.03352
979,979,979,61.1885,3.82443
1033,1033,1033,65.5969,4.16558
924,924,924,59.5905,3.84318
950,950,950,62.2197,4.07512
981,981,981,65.2461,4.33959
749,749,749,50.5662,3.41387
847,847,847,58.0086,3.97292
828,828,828,57.5381,3.99842
729,729,729,51.3921,3.62303
786,786,786,56.1973,4.01805
780,780,780,56.5667,4.10237
766,766,766,56.2917,4.13682
772,772,772,57.5097,4.28423
693,693,693,52.3191,3.94996
649,649,649,49.6554,3.79921
643,643,643,49.8334,3.86222
645,645,645,50.6161,3.97214
585,585,585,46.514,3.69843
565,565,565,45.4973,3.66377
580,580,580,47.2604,3.85099
539,539,539,44.4587,3.66717
589,589,589,49.1789,4.10627
534,534,534,45.1046,3.80983
498,498,498,42.5756,3.63997
520,520,520,44.9745,3.88986
519,519,519,45.3998,3.9714
485,485,485,42.9157,3.79748
438,438,438,39.1946,3.50738
486,486,486,43.9802,3.97999
442,442,442,40.4214,3.69662
435,435,435,40.2282,3.72028
406,406,406,37.9724,3.55152
409,409,409,38.6569,3.65372
370,370,370,35.3322,3.37399
371,371,371,35.7961,3.45384
362,362,362,35.2932,3.44093
370,370,370,36.4413,3.58914
348,348,348,34.63,3.44611
344,344,344,34.5704,3.47419
323,323,323,32.7821,3.32717
308,308,308,31.5768,3.23734
274,274,274,28.3543,2.9342
345,345,345,36.0527,3.76755
311,311,311,32.8134,3.46216
305,305,305,32.4893,3.46086
256,256,256,27.5188,2.95817
313,313,313,33.9636,3.68541
268,268,268,29.3588,3.21621
317,317,317,35.01,3.8666
276,276,276,30.7739,3.4313
290,290,290,32.6174,3.66863
264,264,264,29.9757,3.4036
237,237,237,27.1462,3.10938
266,266,266,30.7233,3.54861
225,225,225,26.2179,3.05503
235,235,235,27.6102,3.24395
264,264,264,31.2819,3.70667
245,245,245,29.2847,3.50041
208,208,208,25.0603,3.01934
194,194,194,23.5665,2.86279
207,207,207,25.3524,3.10506
219,219,219,27.0506,3.34127
207,207,207,25.7712,3.20849
228,228,228,28.618,3.59208
175,175,175,22.1401,2.80108
197,197,197,25.1174,3.20248
192,192,192,24.6659,3.1688
202,202,202,26.1693,3.39027
174,174,174,22.7057,2.96293
167,167,167,21.9628,2.88843
184,184,184,24.3779,3.2298
162,162,162,21.6338,2.88903
196,196,196,26.3607,3.54536
148,148,148,20.0509,2.71649
153,153,153,20.8888,2.85191
171,171,171,23.5109,3.23253
168,168,168,23.2723,3.22381
139,139,139,19.3917,2.70531
148,148,148,20.7987,2.92288
