#class tools::histo::h1d
#title photon polar angle histogram
#dimension 1
#axis fixed 180 0 3.14159
#annotation axis_x.title 
#bin_number 182
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
35,35,35,0.421078,0.00563385
105,105,105,2.85174,0.0803875
160,160,160,7.13629,0.321948
219,219,219,13.4847,0.836219
267,267,267,21.0752,1.6696
350,350,350,33.7611,3.26586
401,401,401,45.5882,5.19227
448,448,448,58.4981,7.64885
518,518,518,77.0711,11.4797
532,532,532,88.4313,14.7137
620,620,620,113.708,20.8705
701,701,701,140.321,28.1053
781,781,781,170.421,37.2061
826,826,826,194.596,45.8661
837,837,837,212.112,53.7732
915,915,915,247.61,67.0283
914,914,914,263.194,75.812
932,932,932,284.74,87.0151
1100,1100,1100,355.282,114.779
1092,1092,1092,371.715,126.56
1201,1201,1201,429.974,153.965
1260,1260,1260,472.689,177.362
1274,1274,1274,500.216,196.432
1272,1272,1272,521.545,213.876
1338,1338,1338,572.081,244.636
1429,1429,1429,635.592,282.735
1504,1504,1504,695.337,321.511
1487,1487,1487,713.788,342.671
1494,1494,1494,742.838,369.386
1584,1584,1584,815.799,420.199
1570,1570,1570,836.045,445.246
1634,1634,1634,898.245,493.823
1736,1736,1736,984.674,558.558
1765,1765,1765,1031.85,603.282
1867,1867,1867,1124.04,676.786
1964,1964,1964,1216.65,753.736
1835,1835,1835,1168.54,744.186
1907,1907,1907,1248.01,816.79
1947,1947,1947,1308.31,879.183
1986,1986,1986,1369.32,944.173
2047,2047,2047,1447.01,1022.94
2157,2157,2157,1562.82,1132.37
2003,2003,2003,1485.9,1102.35
2176,2176,2176,1652.06,1254.33
2067,2067,2067,1605.7,1247.41
2205,2205,2205,1751.23,1390.9
2284,2284,2284,1853.76,1504.63
2196,2196,2196,1821.29,1510.57
2165,2165,2165,1832.66,1551.39
2177,2177,2177,1880.5,1624.44
2288,2288,2288,2016.88,1777.95
2269,2269,2269,2039.43,1833.14
2264,2264,2264,2074.65,1901.2
