#class tools::histo::h1d
#title photon polar angle histogram
#dimension 1
#axis fixed 180 0 3.14159
#annotation axis_x.title 
#bin_number 182
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,2,2,0.131851,0.00869235
2,2,2,0.146688,0.0107595
4,4,4,0.373408,0.0348601
2,2,2,0.218273,0.0238216
2,2,2,0.274466,0.0376659
0,0,0,0,0
2,2,2,0.332931,0.0554434
6,6,6,1.08703,0.19708
11,11,11,2.21271,0.445387
3,3,3,0.660864,0.145617
5,5,5,1.15666,0.267582
0,0,0,0,0
8,8,8,2.18655,0.597695
3,3,3,0.877736,0.256811
10,10,10,3.09344,0.957288
5,5,5,1.63169,0.532557
9,9,9,3.0427,1.02875
9,9,9,3.23898,1.1658
5,5,5,1.87319,0.701803
9,9,9,3.54717,1.39813
7,7,7,2.88992,1.19341
1,1,1,0.420124,0.176504
6,6,6,2.65899,1.17847
11,11,11,5.07029,2.33728
9,9,9,4.32676,2.08017
8,8,8,3.97022,1.97055
10,10,10,5.10205,2.6033
10,10,10,5.33554,2.84707
11,11,11,6.02535,3.30061
11,11,11,6.21783,3.51503
15,15,15,8.83767,5.20733
12,12,12,7.19431,4.31335
7,7,7,4.35273,2.70669
15,15,15,9.5474,6.077
4,4,4,2.59864,1.68828
8,8,8,5.41046,3.65919
2,2,2,1.36622,0.933273
14,14,14,9.87645,6.96773
17,17,17,12.3433,8.96269
12,12,12,8.8914,6.58826
6,6,6,4.55483,3.45802
14,14,14,10.8413,8.39559
14,14,14,11.1088,8.81498
12,12,12,9.7387,7.90391
13,13,13,10.8068,8.98372
17,17,17,14.3616,12.133
31,31,31,26.7339,23.0557
10,10,10,8.82335,7.78549
12,12,12,10.7795,9.68353
7,7,7,6.42489,5.89725
5,5,5,4.66835,4.35873
14,14,14,13.3169,12.6675
19,19,19,18.3647,17.7511
13,13,13,12.8117,12.6263
11,11,11,11.0317,11.0639
15,15,15,15.3562,15.721
6,6,6,6.26841,6.54887
19,19,19,20.0923,21.248
10,10,10,10.7093,11.469
12,12,12,13.1118,14.3271
15,15,15,16.6038,18.3794
8,8,8,8.99027,10.1032
5,5,5,5.71524,6.5329
17,17,17,19.6861,22.797
12,12,12,14.129,16.6361
16,16,16,19.1326,22.8789
19,19,19,23.0382,27.9352
18,18,18,22.1273,27.2015
16,16,16,19.9959,24.9902
8,8,8,10.1525,12.8842
11,11,11,14.1065,18.0906
11,11,11,14.3362,18.6846
13,13,13,17.1358,22.5878
8,8,8,10.6983,14.3069
11,11,11,14.8648,20.088
9,9,9,12.3423,16.926
7,7,7,9.71822,13.492
6,6,6,8.40914,11.7857
15,15,15,21.36,30.4171
8,8,8,11.5616,16.7088
7,7,7,10.2004,14.8642
10,10,10,14.7491,21.7542
5,5,5,7.46057,11.1321
12,12,12,18.1082,27.3258
9,9,9,13.7144,20.8984
7,7,7,10.8046,16.6772
3,3,3,4.67332,7.28001
11,11,11,17.3711,27.4328
6,6,6,9.56893,15.2608
9,9,9,14.5188,23.4219
8,8,8,13.0466,21.2769
6,6,6,9.9175,16.3929
12,12,12,19.9606,33.2024
10,10,10,16.8429,28.3685
10,10,10,17.0257,28.9877
9,9,9,15.4869,26.6497
16,16,16,27.7745,48.2142
9,9,9,15.7745,27.6484
12,12,12,21.2763,37.7238
10,10,10,17.8574,31.8887
13,13,13,23.4621,42.3441
11,11,11,20.0444,36.5256
19,19,19,34.9928,64.4477
8,8,8,14.8681,27.6329
12,12,12,22.4917,42.1568
22,22,22,41.6939,79.0176
14,14,14,26.7397,51.0723
15,15,15,28.98,55.9894
7,7,7,13.5938,26.3989
15,15,15,29.4942,57.994
15,15,15,29.7076,58.8364
14,14,14,27.965,55.8605
17,17,17,34.2009,68.8064
15,15,15,30.496,62.001
24,24,24,49.2513,101.071
21,21,21,43.4744,90.0014
20,20,20,41.6811,86.866
10,10,10,21.0087,44.1365
15,15,15,31.83,67.5436
28,28,28,59.8806,128.061
10,10,10,21.5774,46.5587
18,18,18,39.1053,84.9571
22,22,22,48.1807,105.518
20,20,20,44.1601,97.5062
19,19,19,42.2575,93.9844
16,16,16,35.894,80.5241
16,16,16,36.1696,81.7651
25,25,25,56.9655,129.803
27,27,27,61.9516,142.149
12,12,12,27.7248,64.0556
21,21,21,48.9688,114.188
20,20,20,46.9324,110.133
30,30,30,70.9876,167.975
22,22,22,52.4112,124.861
11,11,11,26.4025,63.3724
28,28,28,67.728,163.825
13,13,13,31.6268,76.9432
18,18,18,44.1301,108.193
14,14,14,34.5799,85.4121
18,18,18,44.7947,111.477
9,9,9,22.5106,56.3033
27,27,27,68.0082,171.301
12,12,12,30.4717,77.3775
18,18,18,46.0495,117.809
25,25,25,64.3558,165.667
13,13,13,33.6888,87.3033
18,18,18,46.9541,122.483
17,17,17,44.683,117.446
22,22,22,58.1466,153.684
14,14,14,37.2384,99.0502
14,14,14,37.4784,100.331
11,11,11,29.6578,79.9623
11,11,11,29.83,80.8939
19,19,19,51.8963,141.749
16,16,16,43.9898,120.944
11,11,11,30.4299,84.1802
13,13,13,36.1731,100.654
8,8,8,22.4009,62.7253
15,15,15,42.3073,119.328
9,9,9,25.5394,72.4738
15,15,15,42.8182,122.227
10,10,10,28.7035,82.3892
15,15,15,43.3554,125.313
5,5,5,14.5242,42.1905
8,8,8,23.3936,68.4075
7,7,7,20.5536,60.3503
7,7,7,20.7374,61.4341
11,11,11,32.7191,97.3218
5,5,5,14.9449,44.6699
10,10,10,30.1123,90.6753
1,1,1,3.03166,9.19098
4,4,4,12.1847,37.1167
5,5,5,15.3048,46.8475
1,1,1,3.07459,9.45308
