#class tools::histo::h1d
#title xtal energy deposit histogram
#dimension 1
#axis fixed 2000 0 2
#annotation axis_x.title 
#bin_number 2002
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
634899,634899,634899,2.06861,0.00143915
4623,4623,4623,6.28364,0.00899697
3262,3262,3262,8.13535,0.0205596
3296,3296,3296,11.5376,0.0406591
5588,5588,5588,25.5762,0.117421
9928,9928,9928,52.2896,0.275908
3003,3003,3003,19.5226,0.127164
3052,3052,3052,22.8841,0.171842
2895,2895,2895,24.6152,0.209543
2882,2882,2882,27.3737,0.260251
2625,2625,2625,27.5351,0.289051
2592,2592,2592,29.7925,0.34265
2382,2382,2382,29.7559,0.371905
2386,2386,2386,32.1978,0.434696
2189,2189,2189,31.7406,0.460418
2033,2033,2033,31.5103,0.488562
1976,1976,1976,32.5858,0.537527
1857,1857,1857,32.4907,0.568626
1853,1853,1853,34.3043,0.635224
1916,1916,1916,37.3611,0.72868
1924,1924,1924,39.4591,0.809422
1842,1842,1842,39.5907,0.851089
1783,1783,1783,40.1079,0.902361
1764,1764,1764,41.4539,0.974314
1704,1704,1704,41.7436,1.02275
1666,1666,1666,42.4854,1.08358
1582,1582,1582,41.92,1.11093
1576,1576,1576,43.3391,1.19192
1419,1419,1419,40.4305,1.15207
1357,1357,1357,40.0297,1.18094
1371,1371,1371,41.8095,1.27512
1322,1322,1322,41.6479,1.31218
1189,1189,1189,38.6364,1.25558
58402,58402,58402,1937.24,64.26
1114,1114,1114,38.4314,1.32592
1172,1172,1172,41.6152,1.47777
1127,1127,1127,41.1271,1.50092
1128,1128,1128,42.2962,1.58606
1043,1043,1043,40.1488,1.54555
1093,1093,1093,43.1697,1.70514
1068,1068,1068,43.2548,1.75194
1039,1039,1039,43.1185,1.7895
1062,1062,1062,45.1308,1.91797
1002,1002,1002,43.589,1.89629
984,984,984,43.7838,1.94827
1004,1004,1004,45.6793,2.07837
1028,1028,1028,47.8045,2.22311
925,925,925,43.9449,2.08781
924,924,924,44.8055,2.17274
914,914,914,45.2432,2.23963
914,914,914,46.16,2.33131
920,920,920,47.3785,2.44
953,953,953,50.0353,2.62708
919,919,919,49.1467,2.62837
890,890,890,48.5063,2.64374
853,853,853,47.318,2.62491
888,888,888,50.1609,2.83354
869,869,869,49.9565,2.87194
856,856,856,50.069,2.9287
867,867,867,51.5793,3.06862
849,849,849,51.3704,3.10833
852,852,852,52.3844,3.22088
853,853,853,53.3136,3.33223
854,854,854,54.2226,3.44279
778,778,778,50.178,3.23635
793,793,793,51.9582,3.40442
857,857,857,56.9921,3.79015
781,781,781,52.7078,3.55719
786,786,786,53.8207,3.68539
782,782,782,54.3506,3.77755
781,781,781,55.0695,3.8831
808,808,808,57.7738,4.13103
791,791,791,57.3444,4.15731
763,763,763,56.0691,4.1203
777,777,777,57.8975,4.31424
752,752,752,56.7818,4.28753
831,831,831,63.5785,4.86436
726,726,726,56.2725,4.36176
776,776,776,60.9108,4.78116
690,690,690,54.8553,4.36107
755,755,755,60.7794,4.89295
808,808,808,65.8423,5.36543
811,811,811,66.9139,5.52099
773,773,773,64.56,5.39204
733,733,733,61.9502,5.23585
769,769,769,65.753,5.62224
772,772,772,66.7765,5.7761
732,732,732,64.0439,5.60337
717,717,717,63.4484,5.6147
738,738,738,66.0357,5.90889
757,757,757,68.5233,6.20277
771,771,771,70.5499,6.45569
773,773,773,71.5052,6.61455
731,731,731,68.3493,6.39079
723,723,723,68.3215,6.45625
770,770,770,73.5188,7.01956
708,708,708,68.316,6.59197
723,723,723,70.4892,6.87244
750,750,750,73.8692,7.2756
744,744,744,74.0242,7.36509
704,704,704,70.7458,7.1094
740,740,740,75.1123,7.62419
709,709,709,72.6839,7.45132
762,762,762,78.8613,8.16161
703,703,703,73.4673,7.6778
714,714,714,75.3243,7.94649
757,757,757,80.6211,8.58627
714,714,714,76.7642,8.25321
725,725,725,78.6618,8.53479
751,751,751,82.2404,9.00603
696,696,696,76.908,8.49839
751,751,751,83.7281,9.33481
742,742,742,83.4639,9.38849
683,683,683,77.5298,8.80075
731,731,731,83.6923,9.58199
738,738,738,85.2449,9.84652
708,708,708,82.4776,9.60818
712,712,712,83.662,9.83058
733,733,733,86.8595,10.2928
717,717,717,85.6861,10.2401
697,697,697,83.9861,10.1201
669,669,669,81.2909,9.8778
701,701,701,85.8671,10.5181
728,728,728,89.9078,11.1037
652,652,652,81.173,10.106
671,671,671,84.2016,10.5662
665,665,665,84.1428,10.6467
731,731,731,93.1913,11.8805
704,704,704,90.4469,11.6203
782,782,782,101.267,13.1139
652,652,652,85.0901,11.1049
724,724,724,95.2035,12.519
678,678,678,89.8368,11.9037
694,694,694,92.6602,12.3717
637,637,637,85.6721,11.5224
642,642,642,86.9976,11.7891
618,618,618,84.3616,11.516
673,673,673,92.5283,12.7214
639,639,639,88.513,12.2607
671,671,671,93.601,13.0569
698,698,698,98.0613,13.7766
669,669,669,94.6583,13.3935
607,607,607,86.5034,12.3276
599,599,599,85.9443,12.3313
638,638,638,92.2012,13.3246
617,617,617,89.7775,13.0632
665,665,665,97.4137,14.2699
584,584,584,86.1519,12.7092
620,620,620,92.0595,13.6693
606,606,606,90.6021,13.5458
573,573,573,86.2455,12.9814
641,641,641,97.1064,14.7109
572,572,572,87.2214,13.3
587,587,587,90.1079,13.8321
630,630,630,97.3421,15.0405
623,623,623,96.8793,15.0652
601,601,601,94.0506,14.7181
754,754,754,118.794,18.7164
768,768,768,121.722,19.2922
788,788,788,125.694,20.0496
788,788,788,126.476,20.2999
709,709,709,114.497,18.4902
779,779,779,126.584,20.5694
699,699,699,114.292,18.6876
755,755,755,124.214,20.4359
693,693,693,114.68,18.9776
709,709,709,118.057,19.6581
677,677,677,113.406,18.9971
721,721,721,121.489,20.4709
713,713,713,120.839,20.4798
696,696,696,118.669,20.2332
660,660,660,113.188,19.4115
634,634,634,109.356,18.8624
669,669,669,116.073,20.1389
637,637,637,111.172,19.4022
668,668,668,117.228,20.5724
656,656,656,115.774,20.4323
630,630,630,111.823,19.8483
659,659,659,117.643,21.0012
626,626,626,112.365,20.1691
617,617,617,111.363,20.0999
620,620,620,112.529,20.424
662,662,662,120.819,22.0503
589,589,589,108.083,19.8335
603,603,603,111.254,20.5265
664,664,664,123.162,22.8448
615,615,615,114.69,21.3884
596,596,596,111.747,20.9521
637,637,637,120.077,22.6352
621,621,621,117.669,22.2963
631,631,631,120.207,22.8999
647,647,647,123.906,23.7291
650,650,650,125.134,24.09
587,587,587,113.588,21.9801
608,608,608,118.254,23.0001
599,599,599,117.101,22.8926
588,588,588,115.558,22.7104
572,572,572,112.97,22.3114
579,579,579,114.92,22.8094
595,595,595,118.696,23.6787
584,584,584,117.089,23.4759
540,540,540,108.818,21.9285
579,579,579,117.249,23.7434
599,599,599,121.897,24.8063
548,548,548,112.061,22.9154
550,550,550,113.008,23.2197
562,562,562,116.044,23.9613
527,527,527,109.362,22.6946
510,510,510,106.344,22.1744
537,537,537,112.5,23.5684
546,546,546,114.932,24.1929
504,504,504,106.611,22.5516
485,485,485,103.066,21.9024
521,521,521,111.241,23.7517
487,487,487,104.468,22.4097
514,514,514,110.761,23.8679
492,492,492,106.519,23.0618
530,530,530,115.272,25.0711
523,523,523,114.277,24.9701
491,491,491,107.779,23.6585
493,493,493,108.697,23.9657
478,478,478,105.874,23.4503
462,462,462,102.792,22.8707
458,458,458,102.366,22.8796
488,488,488,109.555,24.5951
459,459,459,103.503,23.3396
472,472,472,106.903,24.2124
428,428,428,97.3768,22.1548
477,477,477,109.006,24.9103
464,464,464,106.489,24.4393
452,452,452,104.19,24.0168
428,428,428,99.0887,22.9406
446,446,446,103.7,24.1114
446,446,446,104.137,24.3149
456,456,456,106.926,25.073
404,404,404,95.141,22.4055
493,493,493,116.591,27.5729
435,435,435,103.313,24.5368
428,428,428,102.076,24.3447
387,387,387,92.6852,22.1978
409,409,409,98.3673,23.658
423,423,423,102.155,24.6707
401,401,401,97.236,23.5782
436,436,436,106.169,25.8529
433,433,433,105.881,25.891
419,419,419,102.867,25.2546
368,368,368,90.7087,22.3589
377,377,377,93.3053,23.0925
377,377,377,93.6795,23.2782
438,438,438,109.289,27.2694
360,360,360,90.1776,22.5889
380,380,380,95.585,24.0434
361,361,361,91.1509,23.0152
395,395,395,100.132,25.3833
389,389,389,98.9958,25.1933
374,374,374,95.561,24.4169
381,381,381,97.7263,25.0668
388,388,388,99.9037,25.7236
369,369,369,95.3917,24.6601
398,398,398,103.275,26.7982
406,406,406,105.76,27.5496
360,360,360,94.1537,24.6248
384,384,384,100.804,26.4623
361,361,361,95.1103,25.0581
360,360,360,95.2172,25.1842
352,352,352,93.4623,24.8159
338,338,338,90.0755,24.0047
366,366,366,97.9047,26.1894
348,348,348,93.4344,25.0862
356,356,356,95.9378,25.8541
342,342,342,92.5068,25.022
331,331,331,89.8732,24.4024
349,349,349,95.0989,25.9135
358,358,358,97.9137,26.7796
350,350,350,96.071,26.3704
327,327,327,90.0829,24.8163
324,324,324,89.583,24.7689
339,339,339,94.0668,26.102
353,353,353,98.3151,27.3821
333,333,333,93.0734,26.014
353,353,353,99.0015,27.7658
348,348,348,97.9666,27.5789
373,373,373,105.379,29.7715
291,291,291,82.5076,23.3935
326,326,326,92.7504,26.3885
328,328,328,93.6572,26.7429
353,353,353,101.135,28.9756
332,332,332,95.4535,27.4439
330,330,330,95.2062,27.4674
315,315,315,91.1948,26.4016
343,343,343,99.6417,28.946
308,308,308,89.7766,26.1683
313,313,313,91.5566,26.7815
321,321,321,94.2085,27.6488
322,322,322,94.827,27.926
347,347,347,102.54,30.301
312,312,312,92.5051,27.4269
290,290,290,86.2769,25.668
319,319,319,95.2278,28.4274
310,310,310,92.8496,27.8099
316,316,316,94.956,28.5337
310,310,310,93.4729,28.1845
291,291,291,88.0322,26.6312
290,290,290,88.0124,26.711
294,294,294,89.5285,27.2632
311,311,311,95.0113,29.0262
328,328,328,100.529,30.8115
319,319,319,98.0867,30.1599
282,282,282,86.9983,26.8394
287,287,287,88.8297,27.4938
297,297,297,92.2223,28.6363
277,277,277,86.2855,26.8779
264,264,264,82.5006,25.7816
289,289,289,90.5925,28.398
290,290,290,91.2018,28.682
326,326,326,102.863,32.4563
300,300,300,94.9585,30.0571
278,278,278,88.2672,28.0255
291,291,291,92.6809,29.5181
302,302,302,96.4852,30.8258
282,282,282,90.3877,28.9714
263,263,263,84.5494,27.181
287,287,287,92.5576,29.8499
277,277,277,89.6144,28.9919
286,286,286,92.8087,30.117
316,316,316,102.863,33.4834
238,238,238,77.7104,25.3736
259,259,259,84.8153,27.7747
266,266,266,87.3729,28.6994
265,265,265,87.3173,28.771
260,260,260,85.9311,28.4006
266,266,266,88.1768,29.2299
258,258,258,85.7875,28.5252
256,256,256,85.3719,28.4701
271,271,271,90.6577,30.3277
269,269,269,90.2517,30.2802
269,269,269,90.5193,30.46
250,250,250,84.3734,28.4755
256,256,256,86.6586,29.3348
257,257,257,87.2457,29.618
246,246,246,83.7603,28.5195
258,258,258,88.1019,30.0851
249,249,249,85.2859,29.2116
233,233,233,80.0313,27.4893
269,269,269,92.6667,31.9224
237,237,237,81.8938,28.2979
253,253,253,87.6744,30.3826
266,266,266,92.4417,32.1259
259,259,259,90.2662,31.4594
237,237,237,82.8249,28.945
230,230,230,80.618,28.2576
258,258,258,90.6859,31.8757
232,232,232,81.7876,28.8329
227,227,227,80.2598,28.3773
250,250,250,88.6276,31.4194
249,249,249,88.5225,31.4709
250,250,250,89.1297,31.7764
261,261,261,93.3083,33.3581
242,242,242,86.7589,31.1038
233,233,233,83.7597,30.1103
240,240,240,86.5131,31.1855
255,255,255,92.1805,33.3226
246,246,246,89.1756,32.3264
235,235,235,85.4184,31.0481
230,230,230,83.8336,30.5569
228,228,228,83.3427,30.465
241,241,241,88.3223,32.3686
233,233,233,85.6311,31.4708
217,217,217,79.965,29.4673
226,226,226,83.5014,30.8517
242,242,242,89.6605,33.2191
224,224,224,83.2149,30.9139
234,234,234,87.1645,32.4686
228,228,228,85.1634,31.8106
224,224,224,83.8861,31.4147
219,219,219,82.2373,30.8812
211,211,211,79.4298,29.9009
233,233,233,87.9555,33.2025
227,227,227,85.9206,32.5214
250,250,250,94.8708,36.0019
225,225,225,85.615,32.5775
240,240,240,91.5697,34.9375
231,231,231,88.3569,33.7963
214,214,214,82.07,31.4743
208,208,208,79.9652,30.7425
220,220,220,84.8199,32.7019
225,225,225,86.9604,33.6094
246,246,246,95.3218,36.936
221,221,221,85.8595,33.3568
233,233,233,90.7581,35.3521
229,229,229,89.4269,34.9222
229,229,229,89.6408,35.0895
235,235,235,92.2415,36.2064
222,222,222,87.3521,34.3711
244,244,244,96.2565,37.9726
219,219,219,86.6183,34.2591
216,216,216,85.6417,33.956
213,213,213,84.6637,33.6523
233,233,233,92.8473,36.9984
249,249,249,99.4872,39.7499
250,250,250,100.132,40.1057
266,266,266,106.794,42.8759
212,212,212,85.3257,34.3419
219,219,219,88.3678,35.657
206,206,206,83.3284,33.7069
228,228,228,92.4569,37.4925
235,235,235,95.5246,38.8296
240,240,240,97.8021,39.8552
239,239,239,97.644,39.8927
215,215,215,88.0462,36.0564
239,239,239,98.1056,40.2708
238,238,238,97.9417,40.305
229,229,229,94.4647,38.9676
212,212,212,87.659,36.2457
212,212,212,87.8682,36.419
235,235,235,97.642,40.57
221,221,221,92.0519,38.3419
240,240,240,100.206,41.8386
226,226,226,94.5799,39.5812
190,190,190,79.7034,33.4349
225,225,225,94.6098,39.7823
230,230,230,96.9405,40.8586
225,225,225,95.0623,40.1638
229,229,229,96.9845,41.0743
212,212,212,89.9951,38.2034
222,222,222,94.4538,40.1871
212,212,212,90.4174,38.5628
220,220,220,94.0512,40.2074
