#class tools::histo::h1d
#title eDep histogram
#dimension 1
#axis fixed 1000 0 1
#annotation axis_x.title 
#bin_number 1002
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
62094,62094,62094,0.0376686,2.44761e-05
84,84,84,0.123661,0.000189552
93,93,93,0.234128,0.00059667
76,76,76,0.265756,0.000934967
72,72,72,0.328261,0.0015026
84,84,84,0.460651,0.00253356
70,70,70,0.455366,0.002968
57,57,57,0.426307,0.0031921
81,81,81,0.685705,0.00581116
87,87,87,0.827255,0.00787271
93,93,93,0.980301,0.0103407
66,66,66,0.757753,0.00870503
91,91,91,1.13827,0.0142463
87,87,87,1.17473,0.0158689
82,82,82,1.19179,0.0173279
86,86,86,1.33218,0.0206437
86,86,86,1.41996,0.0234524
83,83,83,1.45046,0.025354
90,90,90,1.66816,0.0309266
75,75,75,1.45873,0.0283777
66,66,66,1.35178,0.0276915
86,86,86,1.8491,0.0397644
77,77,77,1.73102,0.0389197
70,70,70,1.64806,0.0388075
68,68,68,1.66423,0.0407358
75,75,75,1.90937,0.0486149
72,72,72,1.90558,0.0504393
77,77,77,2.11913,0.0583266
57,57,57,1.62279,0.0462056
67,67,67,1.97583,0.0582733
64,64,64,1.95357,0.0596386
71,71,71,2.23715,0.0704963
61,61,61,1.98308,0.0644737
64,64,64,2.14317,0.0717732
73,73,73,2.52028,0.087017
64,64,64,2.27432,0.0808264
60,60,60,2.18747,0.0797557
67,67,67,2.51321,0.0942776
72,72,72,2.77315,0.106817
78,78,78,3.08397,0.121942
79,79,79,3.19584,0.129291
69,69,69,2.86688,0.119122
67,67,67,2.84663,0.120951
52,52,52,2.26218,0.098417
79,79,79,3.51145,0.156087
61,61,61,2.77421,0.126174
73,73,73,3.39296,0.157707
76,76,76,3.61049,0.171528
79,79,79,3.83352,0.186031
56,56,56,2.77136,0.137155
68,68,68,3.43319,0.17334
68,68,68,3.49961,0.180112
61,61,61,3.20231,0.168116
72,72,72,3.85231,0.206121
72,72,72,3.92287,0.213741
66,66,66,3.66363,0.203373
52,52,52,2.93993,0.166221
68,68,68,3.90689,0.224473
71,71,71,4.15787,0.243498
65,65,65,3.86279,0.229562
60,60,60,3.62829,0.219413
77,77,77,4.73368,0.291015
58,58,58,3.62696,0.226813
62,62,62,3.93627,0.249912
66,66,66,4.2599,0.274958
69,69,69,4.51899,0.295966
69,69,69,4.58861,0.305155
68,68,68,4.59381,0.310346
76,76,76,5.20267,0.356162
74,74,74,5.14562,0.357809
59,59,59,4.15833,0.293085
65,65,65,4.64659,0.332172
67,67,67,4.86316,0.352996
53,53,53,3.90003,0.28699
58,58,58,4.32168,0.32202
59,59,59,4.45485,0.336371
62,62,62,4.74353,0.362925
64,64,64,4.9632,0.384901
70,70,70,5.49353,0.431131
45,45,45,3.5772,0.284367
58,58,58,4.66613,0.375398
77,77,77,6.27729,0.511752
70,70,70,5.77599,0.476606
65,65,65,5.42752,0.453205
69,69,69,5.83255,0.493029
66,66,66,5.64477,0.482784
67,67,67,5.79355,0.50098
66,66,66,5.77334,0.505029
58,58,58,5.13317,0.454305
62,62,62,5.55205,0.497187
61,61,61,5.52134,0.499763
77,77,77,7.04523,0.644621
60,60,60,5.54888,0.513172
61,61,61,5.7049,0.533545
51,51,51,4.82163,0.455849
62,62,62,5.91871,0.565023
63,63,63,6.07832,0.586449
60,60,60,5.84891,0.570167
73,73,73,7.18777,0.707733
64,64,64,6.37137,0.634292
68,68,68,6.83181,0.686382
71,71,71,7.20912,0.731998
59,59,59,6.04908,0.620199
56,56,56,5.79727,0.600154
70,70,70,7.31521,0.764468
58,58,58,6.11616,0.64496
57,57,57,6.07115,0.646651
73,73,73,7.84553,0.843189
64,64,64,6.94734,0.754152
69,69,69,7.55754,0.827779
55,55,55,6.07738,0.671541
55,55,55,6.13367,0.68404
62,62,62,6.97242,0.784113
56,56,56,6.3585,0.721979
58,58,58,6.63929,0.760007
51,51,51,5.88949,0.680123
57,57,57,6.64059,0.773643
57,57,57,6.69228,0.785735
46,46,46,5.44778,0.645186
57,57,57,6.81139,0.813952
74,74,74,8.92118,1.07551
59,59,59,7.16541,0.870229
53,53,53,6.49495,0.795935
51,51,51,6.29778,0.777691
46,46,46,5.72247,0.711887
48,48,48,6.02114,0.755298
61,61,61,7.71752,0.976401
62,62,62,7.90427,1.00771
64,64,64,8.22455,1.05693
71,71,71,9.19342,1.19041
57,57,57,7.43761,0.970496
62,62,62,8.15256,1.07201
49,49,49,6.49322,0.860451
44,44,44,5.87138,0.783482
57,57,57,7.6639,1.03045
56,56,56,7.5864,1.02774
67,67,67,9.14818,1.2491
44,44,44,6.04871,0.831524
51,51,51,7.06404,0.978448
66,66,66,9.20716,1.28443
67,67,67,9.41018,1.32167
61,61,61,8.63012,1.22097
51,51,51,7.26472,1.03483
41,41,41,5.88747,0.845426
58,58,58,8.37957,1.21065
56,56,56,8.14978,1.18606
56,56,56,8.20603,1.20248
50,50,50,7.37375,1.08745
62,62,62,9.21053,1.36829
54,54,54,8.0735,1.20707
39,39,39,5.86828,0.882995
42,42,42,6.36264,0.963889
41,41,41,6.25345,0.953799
35,35,35,5.37419,0.825199
55,55,55,8.49488,1.31206
54,54,54,8.39199,1.30418
59,59,59,9.23034,1.44406
58,58,58,9.13294,1.43812
50,50,50,7.92778,1.257
57,57,57,9.09135,1.45005
43,43,43,6.90102,1.10754
48,48,48,7.75028,1.2514
58,58,58,9.42273,1.53083
52,52,52,8.49922,1.38917
40,40,40,6.58556,1.08424
60,60,60,9.93006,1.64344
43,43,43,7.15962,1.1921
49,49,49,8.20715,1.37464
55,55,55,9.26874,1.56199
107,107,107,18.1373,3.07443
80,80,80,13.6424,2.32644
84,84,84,14.4037,2.46984
70,70,70,12.0737,2.08249
68,68,68,11.8002,2.04773
79,79,79,13.7843,2.40516
