#class tools::histo::h1d
#title xtal energy deposit histogram
#dimension 1
#axis fixed 10000 0 10
#annotation axis_x.title 
#bin_number 10002
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
619741,619741,619741,2.22653,0.00155129
5488,5488,5488,7.3276,0.0103294
3599,3599,3599,9.01371,0.022874
3635,3635,3635,12.7115,0.0447568
6416,6416,6416,29.4178,0.135295
13364,13364,13364,70.1088,0.368359
3070,3070,3070,19.9387,0.129754
3010,3010,3010,22.5647,0.169408
2809,2809,2809,23.8499,0.202732
2578,2578,2578,24.5249,0.233521
2436,2436,2436,25.5624,0.268444
2440,2440,2440,28.0317,0.322241
2215,2215,2215,27.6987,0.346562
2079,2079,2079,28.0812,0.379467
2019,2019,2019,29.2788,0.424761
1989,1989,1989,30.8393,0.47833
1853,1853,1853,30.5684,0.504436
1767,1767,1767,30.9291,0.541521
1776,1776,1776,32.8547,0.607937
1966,1966,1966,38.326,0.747305
1793,1793,1793,36.7451,0.75319
1771,1771,1771,38.0766,0.818801
1825,1825,1825,41.0708,0.924429
1710,1710,1710,40.1787,0.944191
1694,1694,1694,41.5031,1.01697
1708,1708,1708,43.5492,1.11053
1534,1534,1534,40.6336,1.07645
1612,1612,1612,44.3277,1.21908
1510,1510,1510,43.0273,1.22619
1378,1378,1378,40.6362,1.19845
1380,1380,1380,42.0989,1.2844
1429,1429,1429,45.0212,1.41853
1318,1318,1318,42.831,1.39198
91553,91553,91553,3036.7,100.724
1294,1294,1294,44.6254,1.53908
1215,1215,1215,43.1492,1.53249
1258,1258,1258,45.9189,1.67622
1205,1205,1205,45.1765,1.6938
1212,1212,1212,46.6719,1.79735
1207,1207,1207,47.6756,1.88325
1214,1214,1214,49.1682,1.99146
1200,1200,1200,49.8054,2.06725
1163,1163,1163,49.4251,2.10056
1185,1185,1185,51.5337,2.24122
1134,1134,1134,50.4574,2.2452
1102,1102,1102,50.1281,2.28034
1143,1143,1143,53.1492,2.47152
1068,1068,1068,50.7425,2.41095
1052,1052,1052,51.0353,2.47595
1025,1025,1025,50.7238,2.51024
1056,1056,1056,53.3272,2.69307
1026,1026,1026,52.8518,2.72262
1054,1054,1054,55.3276,2.9044
980,980,980,52.4475,2.80696
1023,1023,1023,55.7632,3.03971
1004,1004,1004,55.7325,3.09383
1038,1038,1038,58.6683,3.31605
1018,1018,1018,58.5251,3.3647
1019,1019,1019,59.6146,3.48772
1038,1038,1038,61.7616,3.67493
1007,1007,1007,60.9147,3.68489
974,974,974,59.8913,3.6828
1025,1025,1025,64.0622,4.00395
1006,1006,1006,63.8804,4.05645
1011,1011,1011,65.2137,4.20665
984,984,984,64.4548,4.22206
