#class tools::histo::h1d
#title eDep histogram
#dimension 1
#axis fixed 1000 0 1
#annotation axis_x.title 
#bin_number 1002
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
69500,69500,69500,0.0177266,1.28103e-05
53,53,53,0.0835427,0.000135674
51,51,51,0.125737,0.000314384
51,51,51,0.179621,0.00063694
42,42,42,0.188016,0.000844025
47,47,47,0.25604,0.00139881
42,42,42,0.271881,0.00176307
42,42,42,0.315187,0.00236857
30,30,30,0.256257,0.00219197
41,41,41,0.388956,0.00369298
41,41,41,0.431328,0.00454129
43,43,43,0.493398,0.00566548
43,43,43,0.537761,0.00672953
45,45,45,0.607178,0.00819652
43,43,43,0.620669,0.00896215
43,43,43,0.667922,0.0103789
52,52,52,0.856729,0.0141197
41,41,41,0.716656,0.0125299
44,44,44,0.814769,0.0150907
41,41,41,0.800842,0.0156465
37,37,37,0.760746,0.015644
50,50,50,1.0757,0.0231459
38,38,38,0.856854,0.0193242
57,57,57,1.33661,0.0313466
57,57,57,1.39687,0.0342378
33,33,33,0.843045,0.0215399
41,41,41,1.08562,0.0287495
55,55,55,1.51518,0.0417453
33,33,33,0.940689,0.0268178
37,37,37,1.08976,0.0320997
48,48,48,1.46337,0.0446181
45,45,45,1.41737,0.0446464
41,41,41,1.33392,0.0434026
40,40,40,1.34054,0.0449299
53,53,53,1.82655,0.0629531
45,45,45,1.60053,0.05693
47,47,47,1.71353,0.062476
31,31,31,1.16053,0.0434487
44,44,44,1.69218,0.0650831
32,32,32,1.26377,0.0499132
38,38,38,1.53848,0.0622896
38,38,38,1.57719,0.0654638
39,39,39,1.65326,0.0700873
36,36,36,1.56816,0.0683121
37,37,37,1.64565,0.0731968
49,49,49,2.23188,0.101662
33,33,33,1.53625,0.0715196
42,42,42,1.99322,0.0945969
36,36,36,1.74668,0.0847508
39,39,39,1.92905,0.0954195
44,44,44,2.22232,0.112247
40,40,40,2.05795,0.105883
35,35,35,1.8384,0.0965667
29,29,29,1.5528,0.0831457
41,41,41,2.23422,0.121752
36,36,36,1.99766,0.110854
39,39,39,2.20667,0.124859
27,27,27,1.55169,0.089178
43,43,43,2.51602,0.147221
39,39,39,2.31839,0.137822
35,35,35,2.11764,0.128128
36,36,36,2.21403,0.136168
30,30,30,1.87501,0.117192
44,44,44,2.79245,0.177225
38,38,38,2.45046,0.158024
41,41,41,2.68657,0.176044
