#class tools::histo::h1d
#title xtal energy deposit histogram
#dimension 1
#axis fixed 2000 0 2
#annotation axis_x.title 
#bin_number 2002
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
631475,631475,631475,1.89682,0.00130538
4157,4157,4157,5.73034,0.0083135
3030,3030,3030,7.60796,0.0193492
3015,3015,3015,10.5338,0.0370534
5439,5439,5439,24.9086,0.114437
8656,8656,8656,45.7493,0.242292
3012,3012,3012,19.5598,0.127267
3023,3023,3023,22.6509,0.16998
3009,3009,3009,25.5846,0.217787
3039,3039,3039,28.8739,0.274577
2799,2799,2799,29.428,0.309634
2943,2943,2943,33.8383,0.389317
2729,2729,2729,34.12,0.426824
2632,2632,2632,35.5145,0.479428
2658,2658,2658,38.5135,0.558269
2461,2461,2461,38.1013,0.590098
2451,2451,2451,40.4324,0.667187
2334,2334,2334,40.8364,0.714677
2305,2305,2305,42.6533,0.789478
2384,2384,2384,46.4804,0.906421
2325,2325,2325,47.6283,0.975876
2345,2345,2345,50.3952,1.08321
2159,2159,2159,48.5775,1.09317
2160,2160,2160,50.7235,1.19132
2030,2030,2030,49.7161,1.21775
1956,1956,1956,49.8655,1.27142
1995,1995,1995,52.8639,1.40097
1938,1938,1938,53.2878,1.46538
1714,1714,1714,48.846,1.39217
1599,1599,1599,47.1733,1.39183
1549,1549,1549,47.2283,1.4401
1551,1551,1551,48.8207,1.53685
1426,1426,1426,46.3496,1.50663
45702,45702,45702,1516.14,50.2972
1322,1322,1322,45.6202,1.5744
1291,1291,1291,45.834,1.62734
1318,1318,1318,48.125,1.75733
1235,1235,1235,46.2961,1.73559
1225,1225,1225,47.1682,1.8163
1182,1182,1182,46.69,1.84439
1160,1160,1160,46.975,1.90238
1198,1198,1198,49.7023,2.06213
1172,1172,1172,49.7847,2.11487
1107,1107,1107,48.1353,2.09314
1122,1122,1122,49.9234,2.22143
1070,1070,1070,48.6987,2.2165
1020,1020,1020,47.4246,2.20508
1068,1068,1068,50.7198,2.40879
1072,1072,1072,51.9943,2.52192
1054,1054,1054,52.1666,2.58202
1010,1010,1010,51.0025,2.57558
1001,1001,1001,51.5494,2.65477
955,955,955,50.1309,2.6316
969,969,969,51.8423,2.77368
954,954,954,51.995,2.83392
966,966,966,53.6058,2.97481
916,916,916,51.7449,2.92314
881,881,881,50.6632,2.91353
908,908,908,53.1209,3.10782
946,946,946,56.2809,3.34844
935,935,935,56.5654,3.42216
867,867,867,53.3285,3.28027
859,859,859,53.6931,3.35624
932,932,932,59.1888,3.759
872,872,872,56.245,3.62794
901,901,901,59.012,3.86513
875,875,875,58.193,3.87028
856,856,856,57.778,3.89995
819,819,819,56.086,3.84089
841,841,841,58.4478,4.06207
853,853,853,60.1521,4.24189
837,837,837,59.8377,4.2779
806,806,806,58.4305,4.23596
845,845,845,62.1128,4.56575
819,819,819,61.009,4.54475
818,818,818,61.7592,4.6629
818,818,818,62.5873,4.78879
781,781,781,60.5381,4.69259
795,795,795,62.3925,4.8967
786,786,786,62.4892,4.96813
751,751,751,60.4509,4.86598
826,826,826,67.3246,5.48748
851,851,851,70.2064,5.792
783,783,783,65.3764,5.45866
781,781,781,65.9997,5.57748
824,824,824,70.452,6.02372
821,821,821,71.0244,6.14437
804,804,804,70.3473,6.15523
764,764,764,67.6223,5.98537
772,772,772,69.0974,6.18459
790,790,790,71.4874,6.46898
818,818,818,74.8315,6.84574
750,750,750,69.3789,6.41797
768,768,768,71.81,6.71449
780,780,780,73.6992,6.96362
763,763,763,72.867,6.9589
787,787,787,75.9432,7.32835
735,735,735,71.671,6.98881
763,763,763,75.1473,7.40127
772,772,772,76.8104,7.64234
796,796,796,79.994,8.03905
763,763,763,77.4639,7.86461
770,770,770,78.9222,8.08929
742,742,742,76.7954,7.94821
728,728,728,76.0737,7.94953
730,730,730,77.0023,8.12246
733,733,733,78.055,8.3119
722,722,722,77.6034,8.34117
735,735,735,79.7391,8.65085
696,696,696,76.2168,8.34632
733,733,733,80.9923,8.94923
733,733,733,81.7176,9.11026
758,758,758,85.2617,9.5905
704,704,704,79.8901,9.06601
747,747,747,85.5238,9.79166
707,707,707,81.6586,9.43164
713,713,713,83.0584,9.67565
726,726,726,85.3187,10.0266
719,719,719,85.2159,10.0999
738,738,738,88.1907,10.5388
709,709,709,85.4355,10.2952
726,726,726,88.2157,10.7191
744,744,744,91.138,11.1642
648,648,648,80.0406,9.88663
732,732,732,91.128,11.3447
728,728,728,91.3741,11.4688
682,682,682,86.2756,10.9142
744,744,744,94.8644,12.0958
700,700,700,89.954,11.5597
725,725,725,93.8864,12.1582
736,736,736,96.0522,12.5354
689,689,689,90.5999,11.9135
621,621,621,82.2802,10.9019
672,672,672,89.7193,11.9786
673,673,673,90.5269,12.1771
728,728,728,98.6312,13.3629
674,674,674,92.0057,12.5595
634,634,634,87.1736,11.9862
626,626,626,86.6985,12.0074
631,631,631,88.0279,12.2804
660,660,660,92.7342,13.0298
666,666,666,94.2307,13.3325
640,640,640,91.2079,12.9983
668,668,668,95.8358,13.7493
621,621,621,89.7454,12.9698
633,633,633,92.1011,13.4007
587,587,587,86.0023,12.6004
597,597,597,88.0545,12.9876
609,609,609,90.436,13.4297
601,601,601,89.8459,13.4315
602,602,602,90.6002,13.6353
563,563,563,85.3035,12.9249
603,603,603,91.9593,14.0241
638,638,638,97.9239,15.03
542,542,542,83.7408,12.9383
611,611,611,95.009,14.7737
550,550,550,86.0718,13.4698
587,587,587,92.4425,14.5582
561,561,561,88.9246,14.0956
553,553,553,88.208,14.0699
578,578,578,92.7636,14.8877
611,611,611,98.6839,15.9387
583,583,583,94.7467,15.3979
555,555,555,90.7538,14.8401
548,548,548,90.1372,14.8262
518,518,518,85.732,14.1892
546,546,546,90.906,15.1354
537,537,537,89.9501,15.0671
531,531,531,89.469,15.0748
583,583,583,98.8122,16.7477
652,652,652,111.184,18.9599
625,625,625,107.183,18.3811
606,606,606,104.532,18.0314
693,693,693,120.234,20.8602
629,629,629,109.764,19.1545
625,625,625,109.687,19.25
607,607,607,107.117,18.903
645,645,645,114.483,20.32
568,568,568,101.401,18.1025
649,649,649,116.491,20.9095
584,584,584,105.406,19.0247
593,593,593,107.619,19.5311
574,574,574,104.763,19.1208
543,543,543,99.6471,18.2865
620,620,620,114.392,21.1058
547,547,547,101.459,18.8189
576,576,576,107.431,20.0373
605,605,605,113.436,21.2688
557,557,557,104.984,19.7876
600,600,600,113.694,21.5438
561,561,561,106.874,20.3601
541,541,541,103.598,19.8385
589,589,589,113.379,21.8247
555,555,555,107.399,20.783
530,530,530,103.081,20.0487
532,532,532,103.998,20.33
535,535,535,105.129,20.6583
563,563,563,111.181,21.956
515,515,515,102.232,20.2941
550,550,550,109.738,21.8953
544,544,544,109.069,21.8678
537,537,537,108.194,21.799
555,555,555,112.387,22.7584
527,527,527,107.243,21.8236
497,497,497,101.631,20.7825
503,503,503,103.352,21.2358
476,476,476,98.2973,20.2991
490,490,490,101.656,21.0898
471,471,471,98.2065,20.4767
486,486,486,101.824,21.3338
521,521,521,109.664,23.0829
493,493,493,104.282,22.0583
460,460,460,97.7483,20.7712
496,496,496,105.892,22.607
468,468,468,100.386,21.5327
510,510,510,109.904,23.6841
478,478,478,103.494,22.4081
438,438,438,95.2633,20.7195
440,440,440,96.1302,21.0024
478,478,478,104.928,23.0334
468,468,468,103.188,22.7519
457,457,457,101.231,22.4238
440,440,440,97.8958,21.7809
464,464,464,103.701,23.1763
427,427,427,95.8748,21.5269
460,460,460,103.73,23.3911
432,432,432,97.857,22.1667
431,431,431,98.0559,22.3085
432,432,432,98.7212,22.5599
428,428,428,98.2196,22.54
421,421,421,97.0381,22.3668
445,445,445,103.02,23.8497
366,366,366,85.0924,19.7834
403,403,403,94.0983,21.9715
380,380,380,89.1141,20.8982
364,364,364,85.7187,20.186
391,391,391,92.4744,21.8709
397,397,397,94.2936,22.3962
385,385,385,91.8213,21.8991
414,414,414,99.1517,23.7465
380,380,380,91.3815,21.9752
380,380,380,91.7677,22.1614
393,393,393,95.3046,23.1119
377,377,377,91.7908,22.349
381,381,381,93.1551,22.7766
376,376,376,92.2972,22.6564
354,354,354,87.2542,21.5065
369,369,369,91.3326,22.6061
403,403,403,100.141,24.884
379,379,379,94.5641,23.5947
354,354,354,88.6862,22.2182
351,351,351,88.2746,22.2006
345,345,345,87.1147,21.997
364,364,364,92.2652,23.387
314,314,314,79.9211,20.342
364,364,364,92.9929,23.7574
322,322,322,82.5975,21.1874
338,338,338,87.0336,22.4108
363,363,363,93.8297,24.2535
338,338,338,87.7035,22.7572
346,346,346,90.1359,23.4812
321,321,321,83.9448,21.9525
325,325,325,85.3128,22.3947
331,331,331,87.2192,22.9825
355,355,355,93.8971,24.8357
300,300,300,79.6451,21.1445
303,303,303,80.7506,21.5204
322,322,322,86.1417,23.0447
325,325,325,87.2594,23.4283
307,307,307,82.7313,22.2947
331,331,331,89.5363,24.2198
312,312,312,84.7126,23.0008
332,332,332,90.4652,24.6505
346,346,346,94.6278,25.8798
311,311,311,85.3678,23.433
315,315,315,86.7788,23.9066
285,285,285,78.8014,21.7883
320,320,320,88.7825,24.6323
321,321,321,89.4,24.8983
303,303,303,84.6896,23.6711
316,316,316,88.6372,24.8625
293,293,293,82.48,23.2183
290,290,290,81.9266,23.1447
301,301,301,85.3344,24.1926
262,262,262,74.5397,21.2068
290,290,290,82.7958,23.6385
326,326,326,93.399,26.7589
253,253,253,72.7348,20.9105
285,285,285,82.2263,23.7234
306,306,306,88.588,25.6466
302,302,302,87.7313,25.4861
260,260,260,75.7914,22.0936
269,269,269,78.678,23.012
314,314,314,92.1616,27.0502
282,282,282,83.0577,24.4631
266,266,266,78.6053,23.2286
284,284,284,84.2123,24.9708
269,269,269,80.0269,23.8078
