#class tools::histo::h1d
#title photon kinetic energy histogram
#dimension 1
#axis fixed 2000 0 2
#annotation axis_x.title 
#bin_number 2002
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
6873,6873,6873,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.00677601,4.59143e-05
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0090543,8.19804e-05
1,1,1,0.0101606,0.000103238
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,4,4,0.0769983,0.00148229
5,5,5,0.101562,0.00206352
16,16,16,0.346792,0.00751751
22,22,22,0.496644,0.0112138
53,53,53,1.24596,0.0292953
124,124,124,3.04145,0.0746105
181,181,181,4.63004,0.118453
263,263,263,6.96911,0.184693
395,395,395,10.8836,0.299913
549,549,549,15.6701,0.447314
758,758,758,22.3813,0.660907
836,836,836,25.513,0.778667
1109,1109,1109,34.9538,1.10178
1231,1231,1231,40.0011,1.29994
1438,1438,1438,48.2056,1.6161
1653,1653,1653,57.0407,1.96847
1788,1788,1788,63.5052,2.2557
1882,1882,1882,68.6917,2.50735
2067,2067,2067,77.52,2.90746
2173,2173,2173,83.6821,3.22278
2175,2175,2175,85.8886,3.39184
2242,2242,2242,90.8193,3.67911
2293,2293,2293,95.1064,3.94491
2475,2475,2475,105.203,4.47197
2446,2446,2446,106.437,4.63178
2300,2300,2300,102.35,4.55481
2509,2509,2509,114.157,5.19423
2336,2336,2336,108.631,5.05191
2327,2327,2327,110.495,5.24695
2393,2393,2393,116.053,5.62839
2186,2186,2186,108.225,5.35817
2209,2209,2209,111.542,5.63245
2179,2179,2179,112.206,5.77814
2206,2206,2206,115.791,6.07797
2157,2157,2157,115.38,6.17194
2069,2069,2069,112.757,6.14526
2045,2045,2045,113.471,6.29632
1962,1962,1962,110.858,6.26389
1922,1922,1922,110.501,6.35313
1847,1847,1847,108.079,6.3245
1798,1798,1798,106.989,6.36644
1782,1782,1782,107.808,6.52229
1797,1797,1797,110.501,6.79504
1674,1674,1674,104.612,6.53761
1674,1674,1674,106.315,6.75213
1655,1655,1655,106.759,6.88687
1608,1608,1608,105.295,6.89504
1544,1544,1544,102.666,6.8267
1484,1484,1484,100.154,6.75939
1486,1486,1486,101.768,6.96967
1372,1372,1372,95.3176,6.62216
1372,1372,1372,96.7392,6.82115
1302,1302,1302,93.1203,6.66015
1314,1314,1314,95.2431,6.90366
1255,1255,1255,92.2247,6.77732
1226,1226,1226,91.321,6.80232
1226,1226,1226,92.5746,6.99036
1255,1255,1255,96.0038,7.34412
1118,1118,1118,86.6442,6.71495
1175,1175,1175,92.2288,7.23939
1019,1019,1019,81.0248,6.4427
1144,1144,1144,92.0736,7.41054
1021,1021,1021,83.1955,6.77921
986,986,986,81.3273,6.70812
1005,1005,1005,83.9345,7.01005
915,915,915,77.3009,6.5306
932,932,932,79.6951,6.81478
964,964,964,83.3836,7.21256
853,853,853,74.6267,6.52897
890,890,890,78.7566,6.96929
859,859,859,76.883,6.88131
803,803,803,72.6717,6.57687
795,795,795,72.7513,6.65762
746,746,746,68.9987,6.38186
782,782,782,73.1236,6.83773
751,751,751,70.9694,6.70666
674,674,674,64.3596,6.14569
722,722,722,69.6698,6.72289
658,658,658,64.1437,6.25297
705,705,705,69.4378,6.83922
711,711,711,70.7545,7.04113
666,666,666,66.9312,6.72646
660,660,660,67.0024,6.80206
515,515,515,52.7995,5.41322
571,571,571,59.0908,6.11515
594,594,594,62.0812,6.4884
547,547,547,57.7015,6.08682
559,559,559,59.537,6.3411
529,529,529,56.8809,6.11619
530,530,530,57.5164,6.24181
548,548,548,59.9834,6.56576
526,526,526,58.1234,6.42271
492,492,492,54.8504,6.115
480,480,480,54.0003,6.07511
495,495,495,56.1739,6.37481
434,434,434,49.7076,5.69323
481,481,481,55.5473,6.41481
417,417,417,48.5696,5.65713
464,464,464,54.5203,6.4062
445,445,445,52.7354,6.24953
434,434,434,51.8606,6.19709
429,429,429,51.6932,6.2289
370,370,370,44.9462,5.45993
378,378,378,46.308,5.67313
363,363,363,44.8344,5.53755
418,418,418,52.0414,6.47924
405,405,405,50.8344,6.38062
384,384,384,48.5755,6.14477
341,341,341,43.4708,5.54169
301,301,301,38.6859,4.97212
375,375,375,48.5636,6.28915
364,364,364,47.4995,6.19839
369,369,369,48.5202,6.37999
300,300,300,39.7409,5.2645
351,351,351,46.8648,6.25733
312,312,312,41.9541,5.64153
305,305,305,41.3306,5.60073
357,357,357,48.7292,6.6514
303,303,303,41.6636,5.72893
300,300,300,41.5572,5.75669
295,295,295,41.1624,5.74355
289,289,289,40.6059,5.70535
269,269,269,38.0631,5.38589
290,290,290,41.3275,5.88956
301,301,301,43.1964,6.19913
318,318,318,45.951,6.63994
288,288,288,41.9008,6.09611
235,235,235,34.4384,5.04683
225,225,225,33.176,4.89178
271,271,271,40.2374,5.97437
232,232,232,34.6874,5.18629
255,255,255,38.3727,5.77438
230,230,230,34.8527,5.28138
257,257,257,39.1956,5.97781
237,237,237,36.3815,5.58488
251,251,251,38.7832,5.9926
188,188,188,29.2423,4.54848
231,231,231,36.1418,5.65469
233,233,233,36.6944,5.77891
228,228,228,36.1384,5.72801
215,215,215,34.291,5.46919
191,191,191,30.6586,4.92123
192,192,192,31.0174,5.01085
175,175,175,28.4432,4.62295
221,221,221,36.1387,5.90954
198,198,198,32.5679,5.35691
193,193,193,31.9469,5.28811
191,191,191,31.7986,5.294
180,180,180,30.1481,5.04951
205,205,205,34.5359,5.81821
182,182,182,30.8506,5.22947
185,185,185,31.5445,5.37868
145,145,145,24.8747,4.26727
200,200,200,34.5006,5.95146
197,197,197,34.1783,5.92973
174,174,174,30.3617,5.2979
164,164,164,28.7851,5.05234
160,160,160,28.2287,4.98038
161,161,161,28.5759,5.07195
179,179,179,31.9502,5.70288
194,194,194,34.8197,6.24956
173,173,173,31.238,5.64054
160,160,160,29.0412,5.27122
143,143,143,26.0933,4.76127
152,152,152,27.8937,5.11883
148,148,148,27.3012,5.03621
149,149,149,27.639,5.12694
143,143,143,26.6683,4.97344
147,147,147,27.5625,5.16796
149,149,149,28.0854,5.29392
131,131,131,24.8222,4.70338
126,126,126,24.005,4.57336
137,137,137,26.2432,5.02707
140,140,140,26.9485,5.1873
131,131,131,25.3445,4.90339
127,127,127,24.694,4.80154
131,131,131,25.6161,5.00907
119,119,119,23.3831,4.59473
146,146,146,28.8362,5.69541
143,143,143,28.3808,5.63269
115,115,115,22.945,4.57805
125,125,125,25.061,5.02445
127,127,127,25.5872,5.15515
105,105,105,21.2659,4.30706
119,119,119,24.2166,4.92811
120,120,120,24.5348,5.01632
117,117,117,24.0492,4.9433
136,136,136,28.0883,5.80115
116,116,116,24.0641,4.99208
119,119,119,24.8143,5.17438
111,111,111,23.2472,4.86879
92,92,92,19.3731,4.07954
122,122,122,25.7998,5.45597
104,104,104,22.0926,4.69313
95,95,95,20.2779,4.32835
104,104,104,22.3121,4.78684
117,117,117,25.2124,5.43306
104,104,104,22.5138,4.87376
91,91,91,19.7934,4.30525
105,105,105,22.9403,5.01198
82,82,82,17.9982,3.95045
91,91,91,20.0677,4.42542
86,86,86,19.0489,4.21931
105,105,105,23.3606,5.19732
87,87,87,19.446,4.34653
90,90,90,20.2046,4.53585
111,111,111,25.0296,5.644
83,83,83,18.797,4.25698
101,101,101,22.9762,5.2268
94,94,94,21.481,4.90888
103,103,103,23.6338,5.42291
81,81,81,18.671,4.30379
90,90,90,20.8359,4.82372
85,85,85,19.7617,4.5944
63,63,63,14.7138,3.43645
73,73,73,17.1203,4.01513
86,86,86,20.2556,4.77081
70,70,70,16.5566,3.91601
86,86,86,20.4275,4.85214
81,81,81,19.3168,4.60664
71,71,71,17.0025,4.07161
84,84,84,20.2025,4.8588
100,100,100,24.1504,5.83243
67,67,67,16.2456,3.93912
72,72,72,17.5331,4.2696
83,83,83,20.2952,4.96261
61,61,61,14.9683,3.67296
63,63,63,15.5346,3.83056
69,69,69,17.0775,4.22669
58,58,58,14.414,3.58212
66,66,66,16.4659,4.10798
64,64,64,16.0319,4.01595
75,75,75,18.863,4.74419
76,76,76,19.1929,4.84696
66,66,66,16.729,4.2403
67,67,67,17.0493,4.3385
77,77,77,19.6709,5.02528
54,54,54,13.8499,3.55223
63,63,63,16.2226,4.17737
64,64,64,16.5441,4.27669
68,68,68,17.6445,4.57834
60,60,60,15.6284,4.07077
73,73,73,19.0895,4.9919
55,55,55,14.4419,3.79215
77,77,77,20.2884,5.34571
73,73,73,19.3087,5.10721
69,69,69,18.3186,4.86336
69,69,69,18.3882,4.9004
71,71,71,18.9924,5.08044
64,64,64,17.1818,4.61272
52,52,52,14.0193,3.77965
43,43,43,11.6284,3.14463
56,56,56,15.2086,4.13038
31,31,31,8.44763,2.30201
57,57,57,15.5874,4.26258
56,56,56,15.37,4.21853
68,68,68,18.7298,5.15889
57,57,57,15.7601,4.35754
58,58,58,16.0899,4.46356
67,67,67,18.6555,5.19446
64,64,64,17.888,4.99973
49,49,49,13.7448,3.85548
63,63,63,17.7359,4.99306
49,49,49,13.8442,3.91149
50,50,50,14.172,4.01689
64,64,64,18.2044,5.17812
61,61,61,17.4154,4.97205
66,66,66,18.9098,5.41787
58,58,58,16.6773,4.7954
48,48,48,13.8512,3.99698
48,48,48,13.8946,4.02211
43,43,43,12.4932,3.62977
54,54,54,15.7431,4.58975
52,52,52,15.2166,4.45279
50,50,50,14.6765,4.30801
60,60,60,17.6701,5.20387
44,44,44,13.0033,3.84284
45,45,45,13.342,3.95574
48,48,48,14.2772,4.24666
46,46,46,13.7318,4.09917
41,41,41,12.2773,3.67638
39,39,39,11.7194,3.52166
41,41,41,12.3598,3.72599
40,40,40,12.1016,3.66125
