nmse,kappa
15.37990427725233,1e-05
6.868452267132155,0.7906043210907702
4.1159297349397335,5.1794746792312125
110.92378969628417,0.19306977288832497
8.449821311926767,0.7906043210907702
3.770288686654096,2.0235896477251556
4.890412001705962,0.7906043210907702
17.81840312510715,21.209508879201927
3.267310854433581,2.0235896477251556
1.3710488119282362,8.286427728546842
1.0829382264365457,13.257113655901108
0.4967119782880869,86.85113737513521
5.301603914047191,1.2648552168552958
108.33118325715884,0.1206792640639329
13.231701709501577,21.209508879201927
1.0040257333394111,33.9322177189533
0.5941285963676,13.257113655901108
1.3574818603370673,5.1794746792312125
297.85773271953997,5.1794746792312125
14.42162891339959,1e-05
10.756376917470678,2.0235896477251556
8.067745019511971,1e-05
3.0510296635049183,1e-05
4.329165061463371,1.2648552168552958
6.911163933324787,1e-05
10.659129249740497,5.1794746792312125
7.8971177171243525,86.85113737513521
6.273593799798606,2.0235896477251556
2.7362630088279296,5.1794746792312125
0.9899885526821383,5.1794746792312125
1.0829337399073367,5.1794746792312125
4.1458658421045484,1.2648552168552958
1.2025208219503059,8.286427728546842
10.660840015245128,0.7906043210907702
3.7441936422415965,2.0235896477251556
4.06007173131952,5.1794746792312125
0.5605265181074499,86.85113737513521
3.796118989933698,1e-05
0.8870257856175868,8.286427728546842
0.31044826973605094,138.9495494373139
1.6479929789543137,21.209508879201927
8.260495751622841,0.7906043210907702
18.96956570865861,33.9322177189533
2.196656751423049,86.85113737513521
190.37255912221642,1.2648552168552958
2.434446611723292,86.85113737513521
7.492663819193966,0.7906043210907702
52.94846602309045,2.0235896477251556
1.1733998374082675,33.9322177189533
0.7562929512058347,86.85113737513521
60.013067989996706,8.286427728546842
8.117017029805993,0.7906043210907702
3.085599129068442,1.2648552168552958
3.5062054298645533,138.9495494373139
40.18064959759992,0.30888435964774846
0.6269858131060864,138.9495494373139
0.34502422622688195,138.9495494373139
1.4194539968752045,5.1794746792312125
1.0636723459680235,13.257113655901108
0.6733540571440684,54.286754393238596
1.3770601262461803,5.1794746792312125
0.807210066988747,86.85113737513521
1.921868759241426,21.209508879201927
1.4228824238135243,21.209508879201927
5.543103236746003,1e-05
0.510741960829924,54.286754393238596
4.655314896132239,21.209508879201927
1.15806856651971,8.286427728546842
4.013779106100932,0.1206792640639329
1.38672233020785,5.1794746792312125
2.4059011615065526,54.286754393238596
1.852843682337623,3.2374575428176464
1.256423276866656,8.286427728546842
2.1817006547018574,8.286427728546842
118.40012316458593,3.2374575428176464
2.022666267049321,2.0235896477251556
10.423241392537445,0.7906043210907702
77.85046749225232,5.1794746792312125
2.5369957399840017,8.286427728546842
39.504710128641506,3.2374575428176464
1.7623419173958654,3.2374575428176464
2.0441116523115945,54.286754393238596
2.9960423973175194,33.9322177189533
117.12617717944877,0.7906043210907702
2.1507607162979356,2.0235896477251556
14.805747414576304,1e-05
1.0680968069636825,5.1794746792312125
3.009326922158104,1.2648552168552958
3.4844499692752255,0.49417133613238384
2.09365208205084,3.2374575428176464
2.523264689429255,86.85113737513521
1.053713243183066,33.9322177189533
1.6326923050750586,3.2374575428176464
