nmse,kappa
3.575561788624452,3.2374575428176464
1.9447880494123737,1e-05
0.1792060526781821,13.257113655901108
0.2575102697920239,3.2374575428176464
0.3795801950103471,2.0235896477251556
1.2629206488227223,3.2374575428176464
2.5399262694176112,8.286427728546842
0.5874872458368567,2.0235896477251556
0.9947749762231317,0.19306977288832497
0.5698615371057864,0.7906043210907702
0.960508817163117,1e-05
0.4864402727169763,3.2374575428176464
7.514494351419645,1e-05
0.7862785207342428,1.2648552168552958
0.45270799621458474,2.0235896477251556
0.8943935762221481,1.2648552168552958
0.6227378826016228,1.2648552168552958
0.31729719706070453,8.286427728546842
0.38534110133924276,3.2374575428176464
0.7136176030914607,3.2374575428176464
0.16116257363174583,5.1794746792312125
0.993459645845331,1e-05
0.5304649679471259,8.286427728546842
0.4208541595167564,2.0235896477251556
0.4359132192729058,1.2648552168552958
0.18337161332514623,2.0235896477251556
1.0370506479683272,0.49417133613238384
0.46351146076639455,5.1794746792312125
5.442198601346942,0.7906043210907702
1.7979001966975257,0.19306977288832497
0.37693080223996694,0.49417133613238384
0.7223521797281809,1e-05
0.44208621035316903,3.2374575428176464
0.36528051526918054,3.2374575428176464
0.7794168207467136,1e-05
0.49950467650393277,5.1794746792312125
1.1508696024656246,0.7906043210907702
4.351903406324173,1e-05
6.0471673966889465,1e-05
0.32500007016876603,21.209508879201927
1.4312380426939866,1e-05
0.3770486568318029,8.286427728546842
0.41213758275248763,8.286427728546842
2.0787392134576894,8.286427728546842
1.6221908900488422,1.2648552168552958
5.330748846971607,3.2374575428176464
0.28959461545603477,3.2374575428176464
0.5028021436819283,3.2374575428176464
1.837678119732628,1e-05
0.7088905975395909,2.0235896477251556
0.5695594484763336,0.49417133613238384
0.7864202982341794,5.1794746792312125
0.4146128205483633,1.2648552168552958
1.910679232730446,1e-05
0.44785554278229217,5.1794746792312125
0.363335374168583,3.2374575428176464
0.7025503112165751,0.49417133613238384
1.2450655860573197,0.1206792640639329
6.495000313001694,1e-05
0.1520378814422813,13.257113655901108
0.8658727604752415,3.2374575428176464
1.2417897696805222,0.49417133613238384
1.330378487522248,1.2648552168552958
0.322918201858877,1.2648552168552958
2.319708092150167,1.2648552168552958
0.2744677166568819,2.0235896477251556
0.643016701145376,0.7906043210907702
2.4610155110583825,3.2374575428176464
1.0127414429319028,0.49417133613238384
0.6419486866670493,1.2648552168552958
0.42445483313681875,5.1794746792312125
0.4177544450394728,2.0235896477251556
0.328360949412497,3.2374575428176464
0.7285412014480649,1e-05
1.1629175416301998,0.49417133613238384
1.4115858148742604,1e-05
1.1096753766521121,0.7906043210907702
0.6801327384808935,0.49417133613238384
0.19598782821443697,21.209508879201927
1.7412727042013372,0.49417133613238384
1.3818185381559727,0.49417133613238384
0.3973890771342858,3.2374575428176464
1.3314657314743419,0.30888435964774846
0.4797499277473412,3.2374575428176464
0.5775329608020016,2.0235896477251556
0.5682981975665448,5.1794746792312125
0.3308414275741323,8.286427728546842
1.35762450724275,0.49417133613238384
0.6077170882842776,3.2374575428176464
0.6476571254709297,0.49417133613238384
0.4900328699988602,3.2374575428176464
